time,hydro_2_5,spectral_log_ratio_4p5_8_over_8_16,effect_tremor_5_15,rainfall_mm,pressure_drop,GNSS_deformation_rate
2019-10-26 23:00:00+00:00,1.404724780666355e-06,0.27879881443841237,0.0,0.0,0.1999999999999318,0.008899999999999998
2019-10-27 00:00:00+00:00,1.3901551094641878e-06,0.27879881443841237,0.0,0.0,0.5,-0.007779999999999999
2019-10-27 01:00:00+00:00,1.4018792923946599e-06,0.27879881443841237,0.03348296709035914,0.0,0.10000000000002274,-0.007779999999999999
2019-10-27 02:00:00+00:00,1.3941204610572752e-06,0.2543116009205897,0.14725164166173776,0.0,0.0,-0.007779999999999999
2019-10-27 03:00:00+00:00,1.3637207994052597e-06,0.23314245798063324,0.17012475717366726,0.0,0.2999999999999545,-0.007779999999999999
2019-10-27 04:00:00+00:00,1.3736581399242942e-06,0.17553758823720397,0.11988934919444105,0.0,0.0,-0.007779999999999999
2019-10-27 05:00:00+00:00,1.3376445900303584e-06,0.021573055214220517,0.014423223346062386,0.0,0.0,-0.007779999999999999
2019-10-27 06:00:00+00:00,1.3488461321042862e-06,-0.024153537550052118,0.0,0.0,-0.5,-0.007779999999999999
2019-10-27 07:00:00+00:00,1.3965994771397797e-06,-0.024153537550052118,0.09210093766696659,0.0,-0.6999999999999318,-0.007779999999999999
2019-10-27 08:00:00+00:00,1.3859170566235102e-06,-0.07276706236211736,0.08870322309217471,0.0,-0.8000000000000682,-0.007779999999999999
2019-10-27 09:00:00+00:00,1.3878077183291914e-06,-0.08578751265387252,0.0,0.0,-0.39999999999997726,-0.007779999999999999
2019-10-27 10:00:00+00:00,1.4070221234198837e-06,-0.021187888048740465,0.0,0.0,-0.1999999999999318,-0.007779999999999999
2019-10-27 11:00:00+00:00,1.412144557257168e-06,0.0528665564035132,0.0,0.0,0.09999999999990905,-0.007779999999999999
2019-10-27 12:00:00+00:00,1.3859263874353521e-06,0.08962004624033619,0.0,0.0,0.20000000000004547,-0.007779999999999999
2019-10-27 13:00:00+00:00,1.395187425180595e-06,0.10162987933450622,0.0,0.0,0.2999999999999545,-0.007779999999999999
2019-10-27 14:00:00+00:00,1.3664981821993447e-06,0.1183732844355494,0.0,0.0,0.5,-0.007779999999999999
2019-10-27 15:00:00+00:00,1.2998573279720416e-06,0.16298928745871644,0.0,0.0,0.20000000000004547,-0.007779999999999999
2019-10-27 16:00:00+00:00,1.3704572571798686e-06,0.20015513891554876,0.024391916937721803,0.0,-0.20000000000004547,-0.007779999999999999
2019-10-27 17:00:00+00:00,1.3235855199670471e-06,0.20015513891554876,0.0,0.0,-0.1999999999999318,-0.007779999999999999
2019-10-27 18:00:00+00:00,1.3881739118765804e-06,0.21340021295327372,0.0,0.0,-0.39999999999997726,-0.007779999999999999
2019-10-27 19:00:00+00:00,1.389358578822154e-06,0.2543622543852263,0.0,0.0,-0.5,-0.007779999999999999
2019-10-27 20:00:00+00:00,1.4452270500197583e-06,0.2543622543852263,0.0,0.0,-0.40000000000009095,-0.007779999999999999
2019-10-27 21:00:00+00:00,1.445183503168668e-06,0.29272552413484443,0.0,0.0,-0.09999999999990905,-0.007779999999999999
2019-10-27 22:00:00+00:00,1.332945967753579e-06,0.41061396051161225,0.0,0.0,0.0,-0.007779999999999999
2019-10-27 23:00:00+00:00,1.3866230644588107e-06,0.4373592349350869,0.0,0.0,0.39999999999997726,-0.007779999999999999
2019-10-28 00:00:00+00:00,1.4801467567641351e-06,0.4373592349350869,0.0,0.0,0.6999999999999318,0.00511
2019-10-28 01:00:00+00:00,1.4382139416045358e-06,0.4373592349350869,0.0,0.0,0.20000000000004547,0.00511
2019-10-28 02:00:00+00:00,1.4181172358863465e-06,0.42210884547046545,0.0,0.0,0.7000000000000455,0.00511
2019-10-28 03:00:00+00:00,1.4725398239385102e-06,0.42210884547046545,0.0,0.0,0.599999999999909,0.00511
2019-10-28 04:00:00+00:00,1.5009372912673458e-06,0.42210884547046545,0.0,0.0,0.10000000000002274,0.00511
2019-10-28 05:00:00+00:00,1.4721859541159249e-06,0.4226603819437956,0.023395301409287583,0.0,0.3000000000000682,0.00511
2019-10-28 06:00:00+00:00,1.3926213710062493e-06,0.4226603819437956,0.0,0.0,-0.20000000000004547,0.00511
2019-10-28 07:00:00+00:00,1.375307885914381e-06,0.4226603819437956,0.0,0.0,-0.2999999999999545,0.00511
2019-10-28 08:00:00+00:00,1.4004276965398332e-06,0.42054974752271856,0.0,0.0,-0.10000000000002274,0.00511
2019-10-28 09:00:00+00:00,1.429246150212402e-06,0.4154690572145582,0.0,0.0,-0.3000000000000682,0.00511
2019-10-28 10:00:00+00:00,1.4454367119587535e-06,0.4154690572145582,0.0,0.0,0.3000000000000682,0.00511
2019-10-28 11:00:00+00:00,1.4322941765512565e-06,0.4154690572145582,0.0,0.0,0.39999999999997726,0.00511
2019-10-28 12:00:00+00:00,1.4656705938653843e-06,0.41453485287495084,0.025315353062302037,0.0,0.39999999999997726,0.00511
2019-10-28 13:00:00+00:00,1.4691065917139216e-06,0.41938803349627707,0.09529596661480788,0.0,0.5,0.00511
2019-10-28 14:00:00+00:00,1.5106959253382534e-06,0.41938803349627707,0.015819803967120905,0.0,0.7000000000000455,0.00511
2019-10-28 15:00:00+00:00,1.4809658019500447e-06,0.42033650432184666,0.0031525710021327313,0.0,0.1999999999999318,0.00511
2019-10-28 16:00:00+00:00,1.5366836442680906e-06,0.4181841834823192,0.10215471803554443,0.0,-0.09999999999990905,0.00511
2019-10-28 17:00:00+00:00,1.4916322667708137e-06,0.4159980892423805,0.08619456328857744,0.0,0.0,0.00511
2019-10-28 18:00:00+00:00,1.5210844315349728e-06,0.3906491515171724,0.03768629820506142,0.0,-0.3000000000000682,0.00511
2019-10-28 19:00:00+00:00,1.4535586781030138e-06,0.3761249231318743,0.02963093268215289,0.3,-0.39999999999997726,0.00511
2019-10-28 20:00:00+00:00,1.4987945816367603e-06,0.3761249231318743,0.04251024358629607,0.3,-0.10000000000002274,0.00511
2019-10-28 21:00:00+00:00,1.4550578199151446e-06,0.3761249231318743,0.0,0.2,-0.10000000000002274,0.00511
2019-10-28 22:00:00+00:00,1.491088512055302e-06,0.37231107628969207,0.0732444961945351,0.5,0.40000000000009095,0.00511
2019-10-28 23:00:00+00:00,1.4331003050452687e-06,0.39159514484074787,0.05726805685836389,0.2,0.2999999999999545,0.00511
2019-10-29 00:00:00+00:00,1.364940574287573e-06,0.40536419214628727,0.012709995158617815,0.1,0.7999999999999545,0.00392
2019-10-29 01:00:00+00:00,1.3125008414367233e-06,0.43035945945294884,0.034148941899120544,0.0,0.40000000000009095,0.00392
2019-10-29 02:00:00+00:00,1.4631015720989944e-06,0.45476620098209475,0.012046035244285491,0.0,1.0,0.00392
2019-10-29 03:00:00+00:00,1.4468372091505525e-06,0.46635820501003955,0.0,0.0,1.0,0.00392
2019-10-29 04:00:00+00:00,1.4134132962168786e-06,0.4719197512765798,0.0,0.0,0.2999999999999545,0.00392
2019-10-29 05:00:00+00:00,1.4581322114062604e-06,0.4819204180514469,0.06082962956033988,0.0,-0.20000000000004547,0.00392
2019-10-29 06:00:00+00:00,1.377126240916136e-06,0.4819204180514469,0.09862771030746664,0.0,-0.09999999999990905,0.00392
2019-10-29 07:00:00+00:00,1.3877079550096556e-06,0.4806534900681605,0.15721568675017394,0.0,-0.20000000000004547,0.00392
2019-10-29 08:00:00+00:00,1.406100429430695e-06,0.44737556780605303,0.30441027045098856,0.0,-0.5,0.00392
2019-10-29 09:00:00+00:00,1.4370175971071685e-06,0.36902778012433723,0.34312219515207154,0.0,-0.20000000000004547,0.00392
2019-10-29 10:00:00+00:00,1.4215556793122953e-06,0.24617635412087324,0.3413950798691463,0.0,0.10000000000002274,0.00392
2019-10-29 11:00:00+00:00,1.4181634260489868e-06,0.05202092552153026,0.28881918203276236,0.0,-0.1999999999999318,0.00392
2019-10-29 12:00:00+00:00,1.4280951340044328e-06,-0.10502975765245977,0.24270949298706235,0.0,0.39999999999997726,0.00392
2019-10-29 13:00:00+00:00,1.4686411804913313e-06,-0.12065668007455935,0.27491403717080765,0.0,0.1999999999999318,0.00392
2019-10-29 14:00:00+00:00,1.5166004706719674e-06,-0.1286196104479337,0.27442427410558423,0.0,0.10000000000002274,0.00392
2019-10-29 15:00:00+00:00,1.4453296836570805e-06,-0.14281219588461874,0.1899961454703103,0.0,0.3000000000000682,0.00392
2019-10-29 16:00:00+00:00,1.444277943365932e-06,-0.1157245667467229,0.06608562567456033,0.0,0.1999999999999318,0.00392
2019-10-29 17:00:00+00:00,1.482802850225025e-06,-0.0935690509366635,0.18268215244174257,0.0,-0.10000000000002274,0.00392
2019-10-29 18:00:00+00:00,1.468200654323285e-06,-0.055669917902903876,0.03085712288644693,0.0,-0.39999999999997726,0.00392
2019-10-29 19:00:00+00:00,1.5683341046764423e-06,-0.013424631428029816,0.004370725162228695,0.0,-0.6999999999999318,0.00392
2019-10-29 20:00:00+00:00,1.512417233129298e-06,0.06269135501158077,0.0,0.0,-0.6000000000000227,0.00392
2019-10-29 21:00:00+00:00,1.5352319125122735e-06,0.1661970777056152,0.0,0.0,-0.5,0.00392
2019-10-29 22:00:00+00:00,1.4878723962419683e-06,0.21403835099895074,0.0,0.0,0.2999999999999545,0.00392
2019-10-29 23:00:00+00:00,1.5394505484792148e-06,0.3067050995077767,0.0,0.0,-0.10000000000002274,0.00392
