timestamp,hydro_rms_2_5,ratio_4p5_8_over_8_16,hf_event_rate_2_5,effect_tremor_rms_5_15,API,pressure_drop,SO2_flux,GNSS_deformation,local_eq_count_1h
2019-10-01 00:00:00+00:00,-0.24952076178578383,0.4764452366044991,-1.5676855877839126,-1.1258303560336094,,0.0,,-0.9902098383805332,-0.1457949175366577
2019-10-01 01:00:00+00:00,1.5123858422078484,0.03776031107908231,-1.5676855877839126,-0.008788169378767674,-0.4373285142650226,0.22483025315895028,1.5677108921521883,-0.9902098383805332,-0.1457949175366577
2019-10-01 02:00:00+00:00,1.846977986166192,0.590991550419466,-0.7002933735312947,-0.05095400588452391,-0.44400863678936053,2.023472278430041,0.9326399433437488,-0.9902098383805332,-0.1457949175366577
2019-10-01 03:00:00+00:00,1.7835073626316218,-0.29967379814254225,-1.5676855877839126,0.17564715725929392,-0.41699451582942954,1.348981518953446,0.5382860672741276,-0.9902098383805332,-0.1457949175366577
2019-10-01 04:00:00+00:00,1.7245213114492994,0.07200626807699803,-1.5676855877839126,0.05009439755149441,-0.424670966021522,0.8993210126355454,0.6179551638315693,-0.9902098383805332,-0.1457949175366577
2019-10-01 05:00:00+00:00,2.4437113780379764,-0.08146673351069116,-2.4350778020365302,0.14913734869351866,-0.4319716169660291,-0.22483025315895028,0.6937164785999942,-0.9902098383805332,-0.1457949175366577
2019-10-01 06:00:00+00:00,1.6141177163781972,-0.1212488318085241,-1.0602936690286402,0.06857223746085798,-0.43891449191139825,-0.22483025315895028,0.7659355083422825,-0.9902098383805332,-0.1457949175366577
2019-10-01 07:00:00+00:00,1.0860017434375564,-0.2563724394362037,-0.4210554504768188,0.053351019123675854,-0.4455167855218116,-0.8993210126355454,,-0.9902098383805332,-0.1457949175366577
2019-10-01 08:00:00+00:00,1.4897036243673216,-0.4482252279912121,-2.4350778020365302,0.17382972538031227,-0.4517948985328031,-0.22483025315895028,,-0.9902098383805332,-0.1457949175366577
2019-10-01 09:00:00+00:00,1.4655830982504932,-0.053305381969929,-2.4350778020365302,0.11558814945335721,-0.45776447129272363,-0.4496605063176449,,-0.9902098383805332,-0.1457949175366577
2019-10-01 10:00:00+00:00,1.8583512177172814,0.6358420610810781,-2.4350778020365302,0.019918705243506148,-0.46344041619115617,0.6744907594765952,,-0.9902098383805332,-0.1457949175366577
2019-10-01 11:00:00+00:00,1.9689121420667588,0.6295349596095253,-0.7002933735312947,0.06496944590567946,-0.4688369489798836,-0.0,,-0.9902098383805332,-0.1457949175366577
2019-10-01 12:00:00+00:00,1.5430461299170615,0.8499150295307702,-0.7002933735312947,-0.041340276188607424,-0.473967618995941,-0.6744907594765952,,-0.9902098383805332,-0.1457949175366577
2019-10-01 13:00:00+00:00,1.7466953617635324,0.17733160344035298,-1.5676855877839126,0.08195776772767077,-0.4788453382997012,-0.0,,-0.9902098383805332,-0.1457949175366577
2019-10-01 14:00:00+00:00,1.6699885583701948,0.015915472749662464,-1.5676855877839126,0.1788712545250415,-0.48348240974387996,-0.22483025315895028,,-0.9902098383805332,-0.1457949175366577
