network,station,location,channel,date,ok,n_traces,coverage_fraction,sample_rates,error,distance_km,lat,lon,metadata_start_date,metadata_end_date
IV,GALF,,BHZ,2008-05-05,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-06,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-07,False,0,0.0,,No data available for request.,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-08,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-09,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-10,True,1,0.9999166666666668,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-11,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-12,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,BHZ,2008-05-13,True,1,1.0,20.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-12,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-13,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-14,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-15,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-16,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-17,True,8,0.8741000000000001,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-18,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-19,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-20,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-21,True,2,0.99625,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-22,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-23,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-24,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-25,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-26,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-27,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-28,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-29,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-04-30,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-01,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-02,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-03,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-04,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-05,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-06,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-07,False,0,0.0,,No data available for request.,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-08,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-09,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-10,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-11,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-12,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,HHZ,2008-05-13,True,1,1.0,100.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-12,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-13,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-14,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-15,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-16,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-17,True,8,0.8633333333333333,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-18,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-19,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-20,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-21,True,2,0.995,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-22,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-23,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-24,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-25,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-26,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-27,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-28,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-29,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-04-30,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-01,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-02,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-03,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-04,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-05,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-06,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-07,False,0,0.0,,No data available for request.,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-08,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-09,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-10,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-11,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-12,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,LHZ,2008-05-13,True,1,1.0,1.0,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-12,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-13,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-14,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-15,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-16,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-17,True,4,0.8,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-18,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-19,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-20,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-21,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-22,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-23,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-24,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-25,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-26,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-27,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-28,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-29,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-04-30,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-01,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-02,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-03,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-04,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-05,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-06,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-07,False,0,0.0,,No data available for request.,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-08,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-09,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-10,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-11,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-12,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,GALF,,VHZ,2008-05-13,True,1,1.0,0.1,,38.261725284918505,37.7107,14.5665,2006-10-27,2018-04-18
IV,ME07,,EHZ,2008-04-12,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-13,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-14,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-15,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-16,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-17,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-18,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-19,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-20,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-21,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-22,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-23,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-24,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-25,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-26,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-27,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-28,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-29,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-04-30,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-01,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-02,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-03,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-04,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-05,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-06,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-07,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-08,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-09,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-10,True,1,1.0,125.0,,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-11,False,0,0.0,,No data available for request.,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-12,False,0,0.0,,No data available for request.,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME07,,EHZ,2008-05-13,False,0,0.0,,No data available for request.,40.54282537176917,38.08128,14.811569,2007-11-22,2008-05-10
IV,ME15,,HHZ,2008-04-12,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-13,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-14,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-15,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-16,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-17,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-18,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-19,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-20,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-21,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-22,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-23,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-24,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-25,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-26,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-27,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-28,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-29,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-04-30,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-01,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-02,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-03,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-04,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-05,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-06,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-07,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-08,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-09,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-10,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-11,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-12,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME15,,HHZ,2008-05-13,False,0,0.0,,No data available for request.,47.82785121963536,38.170807,14.898788,2008-05-12,2010-01-31
IV,ME02,,EHZ,2008-04-12,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-13,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-14,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-15,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-16,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-17,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-18,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-19,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-20,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-21,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-22,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-23,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-24,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-25,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-26,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-27,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-28,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-29,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-04-30,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-01,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-02,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-03,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-04,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-05,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-06,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-07,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-08,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-09,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-10,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-11,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-12,True,1,1.0,125.0,,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,ME02,,EHZ,2008-05-13,False,0,0.0,,No data available for request.,47.890705124183675,38.033211,14.590067,2007-10-19,2009-02-03
IV,MALI,01,EHZ,2008-04-12,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-13,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-14,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-15,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-16,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-17,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-18,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-19,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-20,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-21,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
IV,MALI,01,EHZ,2008-04-22,True,1,1.0,125.0,,48.86838726074389,38.053,15.4,2007-10-20,2009-04-23
