timestamp,hydro_rms_2_5,ratio_4p5_8_over_8_16,hf_event_rate_2_5,effect_tremor_rms_5_15,API,pressure_drop,SO2_flux,GNSS_deformation
2019-10-01 00:00:00+00:00,-0.47242430999790674,0.6256627393704326,-1.443416836101481,-1.157735867317837,,0.003867949262177099,,-1.0619888023180943
2019-10-01 01:00:00+00:00,0.5054943789612546,0.24736957111408134,-1.443416836101481,-0.09911053147448066,0.6955799993138219,0.21598129589774986,1.5696991122183057,-1.0619888023180943
2019-10-01 02:00:00+00:00,0.6912045125257241,0.7244399834556968,-0.5843064627413539,-0.13907126291802374,0.2761706728284003,1.9128880689818497,0.9338227465373102,-1.0619888023180943
2019-10-01 03:00:00+00:00,0.6559761361670351,-0.04361151993280531,-1.443416836101481,0.07567956323832303,0.22209739689758168,1.2765480290753726,0.5389687385278794,-1.0619888023180943
2019-10-01 04:00:00+00:00,0.623236851514633,0.2769010430633305,-1.443416836101481,-0.043307287929544996,0.05349875261038261,0.852321335804227,0.6187388739294204,-1.0619888023180943
2019-10-01 05:00:00+00:00,1.0224120435689066,0.1445559711580613,-2.3025272094616076,0.050556111920760136,-0.061009284806833965,-0.20824539737339565,0.6945962715706581,-1.0619888023180943
2019-10-01 06:00:00+00:00,0.5619590637456392,0.11025049328701718,-0.9408694837052547,-0.025795765344808423,-0.14377561940183517,-0.20824539737339565,0.7669068917489177,-1.0619888023180943
2019-10-01 07:00:00+00:00,0.2688365573052411,-0.006271262217757677,-0.30773469694755773,-0.040220974675889365,-0.20632383667526702,-0.8445854372798728,,-1.0619888023180943
2019-10-01 08:00:00+00:00,0.4929049688966028,-0.17171255048259682,-2.3025272094616076,0.07395717579741444,-0.2552004707725735,-0.20824539737339565,,-1.0619888023180943
2019-10-01 09:00:00+00:00,0.4795172483308768,0.16884047759277934,-2.3025272094616076,0.018761401983036167,-0.2944007775576417,-0.4203587440087273,,-1.0619888023180943
2019-10-01 10:00:00+00:00,0.697517046721612,0.7631161284264304,-2.3025272094616076,-0.07190491189172805,-0.3265014967380607,0.6402079891686543,,-1.0619888023180943
2019-10-01 11:00:00+00:00,0.7588821576445657,0.7576772969112369,-0.5843064627413539,-0.02921014527211995,-0.35323920764350997,0.003867949262177099,,-1.0619888023180943
2019-10-01 12:00:00+00:00,0.5225118918599194,0.9477186455425194,-0.5843064627413539,-0.12996029293888225,-0.3758270125242635,-0.6324720906443,,-1.0619888023180943
2019-10-01 13:00:00+00:00,0.6355442111459881,0.36772671883631247,-1.443416836101481,-0.013110244920032717,-0.39513800209168054,0.003867949262177099,,-1.0619888023180943
2019-10-01 14:00:00+00:00,0.5929693002859957,0.22853201226296185,-1.443416836101481,0.07873505307704144,-0.411816606668689,-0.20824539737339565,,-1.0619888023180943
2019-10-01 15:00:00+00:00,0.7383078541351827,0.6695754186802456,-2.3025272094616076,0.021932804877197905,-0.42634887284946754,0.003867949262177099,,-1.0619888023180943
2019-10-01 16:00:00+00:00,0.7161322177509903,-0.1005123099779164,-2.3025272094616076,0.23001743163699287,-0.43910831981234993,-0.42035874400896844,,-1.0619888023180943
2019-10-01 17:00:00+00:00,0.4600827868806155,-0.5182660455212036,-1.443416836101481,0.2521833346472041,-0.45038673411670604,-1.2688121305507771,,-1.0619888023180943
2019-10-01 18:00:00+00:00,0.4820715918779487,0.0052025508596758255,-1.443416836101481,0.1043844922150532,-0.46041537526138226,-1.480925477186591,,-1.0619888023180943
2019-10-01 19:00:00+00:00,0.49858227914307196,-0.10285323854921619,-0.08175911034512785,0.12593462772743091,-0.4693799039999031,-1.2688121305510183,,-1.0619888023180943
2019-10-01 20:00:00+00:00,0.6223082193877696,-0.5519486828544532,-1.443416836101481,0.5415238172461262,-0.4774310994735485,-1.0566987839154456,,-1.0619888023180943
2019-10-01 21:00:00+00:00,0.5820887673104193,-0.7782650029330801,-0.30773469694755773,0.6874125074068361,-0.4846926889282507,-1.0566987839154456,,-1.0619888023180943
2019-10-01 22:00:00+00:00,0.6506216710078254,-1.001253577900974,-2.3025272094616076,0.8209202494404251,-0.49126715863328363,1.4886613757109453,1.615429736216871,-1.0619888023180943
2019-10-01 23:00:00+00:00,-0.33147250893137914,-1.3900778504503528,-0.08175911034512785,-0.04258667530987492,-0.4498203771139331,1.2765480290753726,1.0596498586181713,-1.0619888023180943
2019-10-02 00:00:00+00:00,-0.4216659396077476,-0.35682067086539454,0.10930052578169056,-0.7278710214952664,-0.45849932088444173,2.5492281088883266,0.18381930213047196,-1.3287504415858977
2019-10-02 01:00:00+00:00,0.46349674420491477,-0.6577412719503655,0.7773512630149992,0.5704689828823686,-0.4664352693073136,1.4886613757109453,0.8204263190163992,-1.3287504415858977
2019-10-02 02:00:00+00:00,0.5965707111990494,-0.9217570112494815,0.2748039106187729,0.89097337454081,-0.47371054156471365,1.4886613757107041,0.8362604591201092,-1.3287504415858977
2019-10-02 03:00:00+00:00,0.7878275671948827,-1.4499519502140228,-0.08175911034512785,1.5238279245798978,-0.4364434540522012,3.3976814954306174,0.782929341020243,-1.3287504415858977
2019-10-02 04:00:00+00:00,0.8757496871632406,-1.8627948910208458,0.10930052578169056,2.5787220079055295,-0.4023351330641405,2.1250014156174224,0.7276936573601176,-1.3287504415858977
2019-10-02 05:00:00+00:00,1.2947418004187041,-2.263953312171385,0.5513756764125697,4.3883557731991125,-0.2873324164511842,0.4280946425333226,0.6704123220936307,-1.3287504415858977
2019-10-02 06:00:00+00:00,1.8854227530722285,-2.4382631324763864,0.42078824205109844,6.909477715517537,-0.305127677199817,-0.20824539737339565,,-1.3287504415858977
2019-10-02 07:00:00+00:00,1.7671423121625092,-2.3632276788360542,0.7773512630149992,5.554790143787365,-0.3216358761684865,-1.2688121305510183,,-1.3287504415858977
2019-10-02 08:00:00+00:00,1.3153950591065309,-2.109886867833957,-0.08175911034512785,3.3240449533828094,-0.3369723405565875,-1.6930388238219227,,-1.3287504415858977
2019-10-02 09:00:00+00:00,1.0442457355827746,-1.769749003449798,0.876558938387229,1.954036101276582,-0.3512394532735388,-0.8445854372798728,,-1.3287504415858977
