run,backend,lag,f_test_rejected,f_stat,critical_f,p_value,rss_reduced,rss_full,rss_reduction_ratio,gamma_2,hierarchical_f_rejected,hierarchical_f_stat,hierarchical_f_p_value,hierarchical_gamma_2,hierarchical_rss_reduced,hierarchical_rss_full,hierarchical_residual_lag1,hierarchical_effective_n,hierarchical_denominator_df,hierarchical_reason,newey_west_6_lag,newey_west_6_standard_error,newey_west_6_test_statistic,newey_west_6_p_value,newey_west_6_rejected,newey_west_6_reason,newey_west_12_lag,newey_west_12_standard_error,newey_west_12_test_statistic,newey_west_12_p_value,newey_west_12_rejected,newey_west_12_reason,newey_west_24_lag,newey_west_24_standard_error,newey_west_24_test_statistic,newey_west_24_p_value,newey_west_24_rejected,newey_west_24_reason,trigger,cause,trigger_source,reason,experiment_type,split_id,fit_min_I2_length,min_I2_values,n_min_I2_values,split_timestamp,case_pre_days,case_post_days,reference_days,alpha,pcmci_pc_alpha,pcmci_plus_pc_alpha,pcmci_alpha_level,pcmci_fdr_method,conditional_independence_test,newey_west_lags,bh_adjusted_p_value,f_test_rejected_after_bh,hierarchical_f_bh_adjusted_p_value,hierarchical_f_rejected_after_bh,newey_west_6_bh_adjusted_p_value,newey_west_6_rejected_after_bh,newey_west_12_bh_adjusted_p_value,newey_west_12_rejected_after_bh,newey_west_24_bh_adjusted_p_value,newey_west_24_rejected_after_bh,backend_label,trigger_source_label,reference_criterion,cause_label,trigger_label
hmml,hmml,8,False,0.20575072913195733,3.9984944816680152,0.6517281533768687,6.489754483655938,6.467938368323755,0.003361624139576588,0.034975111623141375,False,0.2902207959115431,0.5920723116478918,0.04273773875254054,6.475261357909957,6.444091203277594,0.20584794385509556,64.0,60.0,,6.0,0.08054913232512646,0.5305797532372543,0.5976684433431054,False,,12.0,0.07034939749244558,0.6075068199003396,0.545807084775582,False,,24.0,0.05642791226143289,0.7573864961463539,0.4517826054653987,False,,hydro_2_5_scaled,spectral_log_ratio_4p5_8_over_8_16_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.7458014618588458,False,0.7074110736572213,False,0.7140973608774767,False,0.6688971840896268,False,0.5693698589426942,False,HMML,Lagged,,Past-smoothed spectral contrast (4.5–8 / 8–16 Hz),Hydrothermal RMS (2–5 Hz)
hmml,hmml,9,True,9.075687296700467,4.001191376754996,0.0037891586442111405,7.5960982474863705,6.598065291649335,0.13138757863845366,-0.1289239509100651,False,2.13184426332154,0.14957171752531812,-0.08575619944193913,6.70595341878818,6.472097422813877,0.3495667508555514,63.0,59.0,,6.0,0.062172754850173755,-1.379321209886833,0.17300182598866612,False,,12.0,0.06275818140097579,-1.3664545008725468,0.17698160943287677,False,,24.0,0.0440257109827983,-1.9478663155592364,0.05619366465675706,False,,spectral_log_ratio_4p5_8_over_8_16_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.019366810848190273,True,0.28667912525685973,False,0.30608015367225544,False,0.2754990087820151,False,0.10550647241676837,False,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Past-smoothed spectral contrast (4.5–8 / 8–16 Hz)
hmml,hmml,9,False,0.30880883535524045,4.001191376754996,0.5804783670790399,9.403330981124471,9.355181602205905,0.005120459868446371,0.036843982956508724,False,0.589589995401113,0.44564001518842955,-0.05464554080983364,8.372392332423786,8.2895543945029,0.33979779820191536,63.0,59.0,,6.0,0.05977164805224853,-0.9142384824669051,0.3643127864964627,False,,12.0,0.04218559444787733,-1.2953602177480577,0.20024156657695621,False,,24.0,0.03571531645718479,-1.5300309847553006,0.13135343113446205,False,,GNSS_deformation_rate_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.6846667919393804,False,0.6211951726869017,False,0.5002503933981278,False,0.2971326471787092,False,0.19810681417000833,False,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Lagged GNSS deformation change
hmml,hmml,9,False,2.2652726797594678,4.001191376754996,0.13754938521043425,5.695486677728703,5.48827919571302,0.03638099669795293,0.10699219692470643,False,1.7929715293450355,0.18570076719588072,0.09490521026340502,5.45400132327914,5.293146065711588,0.23214214924095902,63.0,59.0,,6.0,0.09787503795651885,0.9696569446600555,0.33617592180398626,False,,12.0,0.09497881695771461,0.9992250198868833,0.32176631285849017,False,,24.0,0.08251361894007987,1.150176316134234,0.2547119340322094,False,,hydro_2_5_scaled,spectral_log_ratio_4p5_8_over_8_16_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.26363632165333234,False,0.34168941164042055,False,0.46860886069646573,False,0.4454023554057096,False,0.3605153527840502,False,HMML,Lagged,,Past-smoothed spectral contrast (4.5–8 / 8–16 Hz),Hydrothermal RMS (2–5 Hz)
hmml,hmml,10,True,32.12337325672185,4.003982503130608,4.569765336967452e-07,10.556668085455467,6.8351663769858035,0.3525261643488623,-0.2664401440333818,False,0.05748936233574352,0.8113543941627208,-0.010230586426336785,2.9422050165897566,2.9392916027972804,0.23427871416714302,62.0,58.0,,6.0,0.042605616418162594,-0.2401229529441928,0.8110816103399507,False,,12.0,0.043947831157664596,-0.2327893358294326,0.8167445389578218,False,,24.0,0.03377616410473302,-0.3028936736159209,0.7630546120291597,False,,spectral_log_ratio_4p5_8_over_8_16_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",1.0231815941324796e-05,True,0.8933169857742932,False,0.8965426032118136,False,0.8786922306980922,False,0.8577142074101031,False,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Past-smoothed spectral contrast (4.5–8 / 8–16 Hz)
hmml,hmml,10,True,5.344128614758607,4.003982503130608,0.024302262621511313,14.733876415389325,13.510148124200088,0.08305541981545811,0.20541712849511456,True,5.325507270307253,0.02460305103312581,0.18849907414670564,12.20960563551599,11.182810172165423,0.6701100170108211,62.0,58.0,,6.0,0.12967029704535288,1.4536796663678273,0.15142500986449137,False,,12.0,0.1310395597583841,1.4384898308134402,0.15566963271793996,False,,24.0,0.11462978740040151,1.644416154138705,0.10550030001982602,False,,hydro_2_5_scaled,spectral_log_ratio_4p5_8_over_8_16_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.07889442079462315,False,0.08083859625169909,False,0.2786220181506641,False,0.2557429680366156,False,0.16562186161009906,False,HMML,Lagged,,Past-smoothed spectral contrast (4.5–8 / 8–16 Hz),Hydrothermal RMS (2–5 Hz)
hmml,hmml,10,False,0.0012996412542867202,4.003982503130608,0.9713637591490891,4.876671112345484,4.876563692288642,2.202733265519457e-05,-0.0015718313584265902,False,0.44650737818153813,0.5066488134176986,-0.03472956332770047,4.8019525643835985,4.765267613548103,0.32033865483255203,62.0,58.0,,6.0,0.03172424631527461,-1.0947324952201893,0.2781592634775916,False,,12.0,0.02128334917649695,-1.6317715336856888,0.10814607321665451,False,,24.0,0.018039156049814237,-1.9252321578568585,0.05910855853322103,False,,GNSS_deformation_rate_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.9820380861727055,False,0.6570064370784573,False,0.40620082920537187,False,0.20304977012106562,False,0.1087597477011267,False,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Lagged GNSS deformation change
hmml,hmml,10,False,0.00034638556268536396,4.003982503130608,0.9852138770422845,5.582344579238745,5.582311805811356,5.870907272675336e-06,0.00047407912472596325,True,5.070482885654649,0.028138819936648622,0.06027263770479206,4.68022099769091,4.3039597200834905,0.4806266680990436,62.0,58.0,,6.0,0.015809731869996086,3.8123757063317596,0.0003356004884321677,True,,12.0,0.012617097864438159,4.777060331336029,1.2515790006188622e-05,True,,24.0,0.010769181923657684,5.59677031477994,6.233494405348711e-07,True,,pressure_drop_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.9852138770422845,False,0.08806369985772577,False,0.0033412285378715476,True,0.00016449324008133617,True,4.779012377434012e-06,True,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Pressure drop
hmml,hmml,11,True,23.8186685630978,4.006872886332733,8.646705055673887e-06,21.24422917490349,15.059708423318671,0.2911153283401216,-0.41391301045796614,False,0.44578547222988674,0.5070375764409834,-0.0335905956687814,3.607796301046382,3.579799413815226,0.4425137313992306,61.0,57.0,,6.0,0.061025551424275154,-0.5504349388872463,0.5841719069792952,False,,12.0,0.06223930080206206,-0.5397007234321068,0.5915057001782378,False,,24.0,0.057066676451593586,-0.5886201502776212,0.5584415296139031,False,,spectral_log_ratio_4p5_8_over_8_16_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.00011364240930314252,True,0.6570064370784573,False,0.7071554663433574,False,0.6976733899538189,False,0.6693235520156081,False,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Past-smoothed spectral contrast (4.5–8 / 8–16 Hz)
hmml,hmml,11,True,5.419637386842371,4.006872886332733,0.023420646611746407,41.57388736416844,38.02111721979094,0.08545677033414859,0.33138398837205496,True,5.472568321697206,0.022844865538287344,0.3201725025934474,37.8153930992634,34.502782013996374,0.7195431102273913,61.0,57.0,,6.0,0.11395070875215256,2.8097456005283443,0.0067819023275681005,True,,12.0,0.10955371445783582,2.9225161755393776,0.00497088791460699,True,,24.0,0.10394295662981443,3.0802712658416995,0.0031808695180090556,True,,hydro_2_5_scaled,spectral_log_ratio_4p5_8_over_8_16_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.07889442079462315,False,0.07794362894400741,False,0.03200917914327673,True,0.01988355165842796,True,0.010460530115180795,True,HMML,Lagged,,Past-smoothed spectral contrast (4.5–8 / 8–16 Hz),Hydrothermal RMS (2–5 Hz)
hmml,hmml,11,False,0.8384030771804514,4.006872886332733,0.3636452587221487,6.970463681379487,6.871139806253622,0.014249249356422673,-0.04907787181149656,True,4.532387297432396,0.03759255267083292,-0.12956904576048256,6.701050560509799,6.207460797884512,0.6891100894021606,61.0,57.0,,6.0,0.05186140886505975,-2.4983711124704184,0.015384575599693074,True,,12.0,0.03926401135469506,-3.2999441801808955,0.0016711484963838911,True,,24.0,0.029515847323066342,-4.38981284671525,4.971576875363075e-05,True,,GNSS_deformation_rate_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.5229566370639719,False,0.10807858892864464,False,0.05897420646549012,False,0.007321221984157999,True,0.00022869253626670144,True,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Lagged GNSS deformation change
hmml,hmml,11,False,1.4590501424606108,4.006872886332733,0.23198364939621063,5.041551485511574,4.917838166924515,0.02453873950163696,-0.026382401820807613,False,2.4824979114313988,0.1206538246148644,0.03485529584816599,3.5757811329072178,3.426546156134798,0.46044183868168637,61.0,57.0,,6.0,0.011450959525993985,3.0438755607373804,0.0035301995538643944,True,,12.0,0.008587780654784537,4.058708209873403,0.0001520378296307728,True,,24.0,0.005941599135181065,5.866315625667635,2.3790037333493793e-07,True,,pressure_drop_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.40165994672393807,False,0.2413076492297288,False,0.019104609350324958,True,0.0009324986884020731,True,2.1886834346814293e-06,True,HMML,Lagged,,Hydrothermal RMS (2–5 Hz),Pressure drop
hmml,hmml,12,True,40.70949186447668,4.009867915653539,3.401571127273895e-08,15.050304127994119,8.779774809242985,0.41663804700715107,0.49496083432874427,True,20.662586502281172,2.9726054889326797e-05,0.30416168764340784,7.004111907237384,5.116319246463492,0.1445492133346987,60.0,56.0,,6.0,0.0912693891470154,3.3325706514094073,0.001529320116533947,True,,12.0,0.10329262645116011,2.9446602152886947,0.004700905008259344,True,,24.0,0.10657472918158203,2.853975703050365,0.00604171161408629,True,,hydro_2_5_scaled,spectral_log_ratio_4p5_8_over_8_16_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",3.1294454370919836e-06,True,0.000546959409963613,True,0.010049817908651653,True,0.01965833003453907,True,0.018527915616531287,True,HMML,Lagged,AIC,Past-smoothed spectral contrast (4.5–8 / 8–16 Hz),Hydrothermal RMS (2–5 Hz)
hmml,hmml,12,False,0.007250054502122779,4.009867915653539,0.9324426984210807,28.548129694383444,28.5444990071284,0.00012717776239322753,0.011242065193621526,True,5.718449847139379,0.020172025556905723,-0.2835463032824626,20.075577987810398,18.215499094708548,0.6592278103468361,60.0,56.0,,6.0,0.15724352958903628,-1.8032303397381428,0.07673289994636691,False,,12.0,0.14780970576118688,-1.9183199223776453,0.060174121429619844,False,,24.0,0.1498654190518307,-1.8920062084796132,0.06366471796100895,False,,GNSS_deformation_rate_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.9638733511768476,False,0.07794362894400741,False,0.18577438934383567,False,0.1471500739645334,False,0.11263757793101582,False,HMML,Lagged,AIC,Hydrothermal RMS (2–5 Hz),Lagged GNSS deformation change
hmml,hmml,12,False,3.208176669703743,4.009867915653539,0.07858089341357707,8.07971107216338,7.649185818062722,0.05328473385439807,-0.08588738859055677,False,0.1441505084602372,0.7056252755804333,-0.02741454302307075,7.511874293702528,7.4925875026633895,0.5847323461588485,60.0,56.0,,6.0,0.09722930585460283,-0.28195761331533714,0.779015415064113,False,,12.0,0.10788517576529194,-0.2541085262975524,0.8003424505854446,False,,24.0,0.0944724828271058,-0.2901854826155267,0.7727462052745044,False,,spectral_log_ratio_4p5_8_over_8_16_scaled,hydro_2_5_scaled,lagged,,unique_split_backend_max_lag_grid,S1,72,[72],1,2019-12-10 01:00:00+00:00,7,4,14,0.05,0.2,0.01,0.05,fdr_bh,robust_parcorr,"[6, 12, 24]",0.1803779358879735,False,0.832275966069229,False,0.8965426032118136,False,0.8786922306980922,False,0.8577142074101031,False,HMML,Lagged,AIC,Hydrothermal RMS (2–5 Hz),Past-smoothed spectral contrast (4.5–8 / 8–16 Hz)
