station,time,S_log,T_log,Y_log,CO2_3,AirTemp_3,Patm_3,WindSpeed,Rain,CO2_SO2
ME01,2008-04-12 05:00:00+00:00,3.628841095980601e-08,1.6975770724964554e-07,1.5691051214652043e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME01,2008-04-12 05:10:00+00:00,3.88024412044735e-08,1.9354130546177501e-07,1.672383604832228e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME01,2008-04-12 05:20:00+00:00,3.69256022920665e-08,1.7403912882221756e-07,1.6550606852726776e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME01,2008-04-12 05:30:00+00:00,4.1797508316372044e-08,1.8128141390338352e-07,1.525532002177061e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME01,2008-04-12 05:40:00+00:00,4.982792094888171e-08,3.199574545324741e-07,1.74021300766316e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME01,2008-04-12 05:50:00+00:00,4.1632402556298835e-08,2.759065431620428e-07,1.782449840225782e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME01,2008-04-12 06:00:00+00:00,4.0825155156129695e-08,1.6631284591145185e-07,2.0009492929711898e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME01,2008-04-12 06:10:00+00:00,3.7399358316723127e-08,1.541537045179108e-07,1.9072003392888184e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME01,2008-04-12 06:20:00+00:00,4.294745906473308e-08,1.6866922567117462e-07,2.1373500160911894e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME01,2008-04-12 06:30:00+00:00,4.064250303450372e-08,1.54497774806836e-07,2.1786683493845768e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME01,2008-04-12 06:40:00+00:00,4.174862918480189e-08,1.9309014298866641e-07,2.245782778039898e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME01,2008-04-12 06:50:00+00:00,4.066706409871496e-08,1.8248418217414744e-07,2.0581896491391638e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME01,2008-04-12 07:00:00+00:00,4.3524453842137066e-08,1.895400368777852e-07,1.9963908778391574e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME01,2008-04-12 07:10:00+00:00,4.0226410015052157e-08,2.0861157445356352e-07,2.0230444570606097e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME01,2008-04-12 07:20:00+00:00,4.4435877645325364e-08,1.7907136211225602e-07,2.173451799457186e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME01,2008-04-12 07:30:00+00:00,4.020795728212163e-08,1.8889354087436188e-07,2.10213949099677e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME01,2008-04-12 07:40:00+00:00,4.4616448522562946e-08,1.7726596750985145e-07,2.0731850252621507e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME01,2008-04-12 07:50:00+00:00,5.003980243921437e-08,2.810143823421759e-06,2.092028913547394e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME01,2008-04-12 08:00:00+00:00,4.763713349736634e-08,1.718134683544931e-07,2.035267747106295e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME01,2008-04-12 08:10:00+00:00,4.671133630000946e-08,2.0918047189904062e-07,1.963271572666184e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME01,2008-04-12 08:20:00+00:00,4.1869208959025694e-08,2.0607547525122253e-07,1.962823394045094e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME01,2008-04-12 08:30:00+00:00,4.265179798067243e-08,1.8214763659046005e-07,2.2593770755160184e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME01,2008-04-12 08:40:00+00:00,4.3304164311314924e-08,9.497186874470508e-07,2.2556204502525648e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME01,2008-04-12 08:50:00+00:00,4.960898742564725e-08,4.196242168147849e-07,2.33613434941294e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME01,2008-04-12 09:00:00+00:00,5.8228441813658905e-08,3.573801657995608e-07,2.062878599571791e-08,0.110228,21.158688,950.815373,4.098361,0.0,12.0
ME01,2008-04-12 09:10:00+00:00,4.3724870291433234e-08,1.7432248163887033e-07,2.0964784182663135e-08,0.110228,21.158688,950.815373,4.098361,0.0,12.0
ME01,2008-04-12 09:20:00+00:00,4.826746463740011e-08,2.125055565059018e-07,2.1142151997052223e-08,0.110228,21.158688,950.815373,4.098361,0.0,12.0
ME01,2008-04-12 09:30:00+00:00,4.476115633526226e-08,1.992621597852484e-07,1.9583778317729418e-08,0.110228,21.158688,950.815373,4.098361,0.0,12.0
ME01,2008-04-12 09:40:00+00:00,4.651477982856645e-08,2.2995779440244793e-07,2.2852447207216574e-08,0.110228,21.158688,950.815373,4.098361,0.0,12.0
ME01,2008-04-12 09:50:00+00:00,4.66327758030487e-08,1.9639984654620653e-07,2.2497469417271882e-08,0.110228,21.158688,950.815373,4.098361,0.0,12.0
ME01,2008-04-12 10:00:00+00:00,4.54163046382067e-08,2.175030927324782e-07,2.7104029893446424e-08,0.107218,21.854854,951.087164,41.393443,0.0,12.0
ME01,2008-04-12 10:10:00+00:00,4.659346195153535e-08,2.1331341514900008e-07,2.2370591951602067e-08,0.107218,21.854854,951.087164,41.393443,0.0,12.0
ME01,2008-04-12 10:20:00+00:00,4.2021591586423835e-08,8.175422710700389e-07,2.3082001862839123e-08,0.107218,21.854854,951.087164,41.393443,0.0,12.0
ME01,2008-04-12 10:30:00+00:00,4.8586231056188136e-08,5.032591873095737e-07,2.744058685158634e-08,0.107218,21.854854,951.087164,41.393443,0.0,12.0
ME01,2008-04-12 10:40:00+00:00,4.542824393877628e-08,2.0740971139382258e-07,2.2395919549091052e-08,0.107218,21.854854,951.087164,41.393443,0.0,12.0
ME01,2008-04-12 10:50:00+00:00,4.704298284450175e-08,2.299952200322894e-07,1.955819108919852e-08,0.107218,21.854854,951.087164,41.393443,0.0,12.0
ME01,2008-04-12 11:00:00+00:00,4.5910212300810225e-08,2.4045564172206635e-07,2.105048785661988e-08,0.099691,21.821476,951.487698,28.688525,0.0,12.0
ME01,2008-04-12 11:10:00+00:00,4.788918872240136e-08,2.116482294804936e-07,1.8727564426576748e-08,0.099691,21.821476,951.487698,28.688525,0.0,12.0
ME01,2008-04-12 11:20:00+00:00,4.627154091276534e-08,2.0791952536444344e-07,1.593758484584264e-08,0.099691,21.821476,951.487698,28.688525,0.0,12.0
ME01,2008-04-12 11:30:00+00:00,4.629586941794239e-08,2.225403727548274e-07,1.6610982228568505e-08,0.099691,21.821476,951.487698,28.688525,0.0,12.0
ME01,2008-04-12 11:40:00+00:00,5.1144432463739795e-08,2.1944778405326596e-07,1.9128608997007882e-08,0.099691,21.821476,951.487698,28.688525,0.0,12.0
ME01,2008-04-12 11:50:00+00:00,4.6387650766985706e-08,2.0417470223157298e-07,1.7788345619269233e-08,0.099691,21.821476,951.487698,28.688525,0.0,12.0
ME01,2008-04-12 12:00:00+00:00,4.790325170094102e-08,2.2564349214774061e-07,2.0605001315600746e-08,0.099691,22.784665,951.473393,18.032787,0.0,11.0
ME01,2008-04-12 12:10:00+00:00,5.307580259360392e-08,2.4896241201147564e-07,1.950285854066875e-08,0.099691,22.784665,951.473393,18.032787,0.0,11.0
ME01,2008-04-12 12:20:00+00:00,4.857072188984824e-08,2.3721345986013924e-07,1.7804733724995435e-08,0.099691,22.784665,951.473393,18.032787,0.0,11.0
ME01,2008-04-12 12:30:00+00:00,5.109284350570521e-08,2.5296334595948067e-07,1.7585330873786074e-08,0.099691,22.784665,951.473393,18.032787,0.0,11.0
ME01,2008-04-12 12:40:00+00:00,5.238754317626298e-08,2.2851066476015257e-07,1.9498249436597776e-08,0.099691,22.784665,951.473393,18.032787,0.0,11.0
ME01,2008-04-12 12:50:00+00:00,4.8636347434009995e-08,2.11122154972688e-07,1.8038198850802415e-08,0.099691,22.784665,951.473393,18.032787,0.0,11.0
ME01,2008-04-12 13:00:00+00:00,5.576438886208327e-08,2.8395135732103734e-07,1.989317711755784e-08,0.096179,21.296967,951.387564,2.04918,0.0,11.0
ME01,2008-04-12 13:10:00+00:00,6.124595068523362e-08,2.5226661826431767e-07,2.0847459561965986e-08,0.096179,21.296967,951.387564,2.04918,0.0,11.0
ME01,2008-04-12 13:20:00+00:00,6.103358631400568e-08,2.716379519905409e-07,1.743934546708927e-08,0.096179,21.296967,951.387564,2.04918,0.0,11.0
ME01,2008-04-12 13:30:00+00:00,6.609034473093149e-08,2.771547761611242e-07,1.950900495505703e-08,0.096179,21.296967,951.387564,2.04918,0.0,11.0
ME01,2008-04-12 13:40:00+00:00,6.822401226775301e-08,2.7179029235062307e-07,2.1961581533825634e-08,0.096179,21.296967,951.387564,2.04918,0.0,11.0
ME01,2008-04-12 13:50:00+00:00,6.972057892704042e-08,2.7811090899800064e-07,2.1005742569625902e-08,0.096179,21.296967,951.387564,2.04918,0.0,11.0
ME01,2008-04-12 14:00:00+00:00,7.094332529051146e-08,2.6232543755384013e-07,1.8450905863445912e-08,0.088151,21.397101,951.287431,20.491803,0.0,11.0
ME01,2008-04-12 14:10:00+00:00,7.140999902828962e-08,2.579645309103235e-07,1.99295638116001e-08,0.088151,21.397101,951.287431,20.491803,0.0,11.0
ME01,2008-04-12 14:20:00+00:00,7.483316959764289e-08,2.4684989393256427e-07,1.981436659837111e-08,0.088151,21.397101,951.287431,20.491803,0.0,11.0
ME01,2008-04-12 14:30:00+00:00,7.617932056448441e-08,4.287730577916436e-07,2.0779577084331936e-08,0.088151,21.397101,951.287431,20.491803,0.0,11.0
ME01,2008-04-12 14:40:00+00:00,7.335305321764839e-08,2.663444760088664e-07,2.1529092767863914e-08,0.088151,21.397101,951.287431,20.491803,0.0,11.0
ME01,2008-04-12 14:50:00+00:00,7.968343151391194e-08,7.287256385090251e-07,1.9990100996849568e-08,0.088151,21.397101,951.287431,20.491803,0.0,11.0
ME01,2008-04-12 15:00:00+00:00,7.521823399969868e-08,3.129969082311729e-07,1.7232855152780775e-08,0.096179,19.647149,951.459088,6.147541,0.0,11.0
ME01,2008-04-12 15:10:00+00:00,7.700728058034929e-08,5.296490890675532e-07,1.9109958732151738e-08,0.096179,19.647149,951.459088,6.147541,0.0,11.0
ME01,2008-04-12 15:20:00+00:00,7.729593010949626e-08,2.730880487838364e-07,1.9062643297571332e-08,0.096179,19.647149,951.459088,6.147541,0.0,11.0
ME01,2008-04-12 15:30:00+00:00,7.654544530389844e-08,2.9066507494360637e-07,1.7093260699399426e-08,0.096179,19.647149,951.459088,6.147541,0.0,11.0
ME01,2008-04-12 15:40:00+00:00,7.473209935860091e-08,2.511169420657505e-07,1.8923461385740106e-08,0.096179,19.647149,951.459088,6.147541,0.0,11.0
ME01,2008-04-12 15:50:00+00:00,7.728415676448493e-08,2.671656389717198e-07,1.9096425367654142e-08,0.096179,19.647149,951.459088,6.147541,0.0,11.0
ME01,2008-04-12 16:00:00+00:00,7.869073101151245e-08,2.92908112528521e-07,1.7011955942056464e-08,0.095677,18.774557,951.444784,25.819672,0.0,11.0
ME01,2008-04-12 16:10:00+00:00,7.864004029696986e-08,2.656959807625766e-07,1.7378451308386157e-08,0.095677,18.774557,951.444784,25.819672,0.0,11.0
ME01,2008-04-12 16:20:00+00:00,7.473296944455679e-08,2.8414270545404176e-07,1.697387021177834e-08,0.095677,18.774557,951.444784,25.819672,0.0,11.0
ME01,2008-04-12 16:30:00+00:00,7.278248277882039e-08,3.1534459107368037e-07,1.8162574459235444e-08,0.095677,18.774557,951.444784,25.819672,0.0,11.0
ME01,2008-04-12 16:40:00+00:00,7.134921651549273e-08,3.7371600418955247e-07,1.8519066843086452e-08,0.095677,18.774557,951.444784,25.819672,0.0,11.0
ME01,2008-04-12 16:50:00+00:00,7.37073298767055e-08,3.012628102847306e-07,1.7624170246007605e-08,0.095677,18.774557,951.444784,25.819672,0.0,11.0
ME01,2008-04-12 17:00:00+00:00,7.384956903891014e-08,3.185152587248601e-07,1.7211855565574377e-08,0.087148,17.854282,951.816708,0.0,0.0,11.0
ME01,2008-04-12 17:10:00+00:00,7.535789991467302e-08,2.962568707867621e-07,1.7707321087954856e-08,0.087148,17.854282,951.816708,0.0,0.0,11.0
ME01,2008-04-12 17:20:00+00:00,6.852815517990957e-08,9.14433643575541e-07,1.740174794489459e-08,0.087148,17.854282,951.816708,0.0,0.0,11.0
ME01,2008-04-12 17:30:00+00:00,6.60560403296068e-08,5.584564337547333e-07,1.7489188514154166e-08,0.087148,17.854282,951.816708,0.0,0.0,11.0
ME01,2008-04-12 17:40:00+00:00,7.155391986297686e-08,3.803389547262595e-07,1.6717518964151392e-08,0.087148,17.854282,951.816708,0.0,0.0,11.0
ME01,2008-04-12 17:50:00+00:00,7.082104502374666e-08,3.617094928172289e-07,1.652908642954098e-08,0.087148,17.854282,951.816708,0.0,0.0,11.0
ME01,2008-04-12 18:00:00+00:00,7.121389026489921e-08,1.2173377284217695e-06,1.7340661711668864e-08,0.098688,17.263017,952.231547,59.016393,0.0,10.0
ME01,2008-04-12 18:10:00+00:00,6.475559566621308e-08,8.01005997402555e-07,1.7618050689419702e-08,0.098688,17.263017,952.231547,59.016393,0.0,10.0
ME01,2008-04-12 18:20:00+00:00,7.333988081510274e-08,2.08610303469686e-06,1.5400234652211178e-08,0.098688,17.263017,952.231547,59.016393,0.0,10.0
ME01,2008-04-12 18:30:00+00:00,6.968607217994977e-08,1.5016692126960447e-06,1.601251425323995e-08,0.098688,17.263017,952.231547,59.016393,0.0,10.0
ME01,2008-04-12 18:40:00+00:00,6.401789695877965e-08,8.704047203799589e-07,1.627691335277758e-08,0.098688,17.263017,952.231547,59.016393,0.0,10.0
ME01,2008-04-12 18:50:00+00:00,6.695629981018122e-08,3.353551917087141e-07,1.3780168459712702e-08,0.098688,17.263017,952.231547,59.016393,0.0,10.0
ME01,2008-04-12 19:00:00+00:00,6.342885509465503e-08,3.153831056280869e-07,1.2380901301132321e-08,0.1022,14.034904,953.247187,0.409836,0.0,10.0
ME01,2008-04-12 19:10:00+00:00,6.872323304924893e-08,2.793263718031838e-07,1.5204036404829183e-08,0.1022,14.034904,953.247187,0.409836,0.0,10.0
ME01,2008-04-12 19:20:00+00:00,6.42267527713888e-08,3.0690896726529056e-07,1.1442986695827298e-08,0.1022,14.034904,953.247187,0.409836,0.0,10.0
ME01,2008-04-12 19:30:00+00:00,6.117201808199999e-08,3.2460483222306553e-07,1.1548078129223403e-08,0.1022,14.034904,953.247187,0.409836,0.0,10.0
ME01,2008-04-12 19:40:00+00:00,6.337287946084513e-08,3.3440040251982624e-07,1.0495119285705845e-08,0.1022,14.034904,953.247187,0.409836,0.0,10.0
ME01,2008-04-12 19:50:00+00:00,6.681379208838284e-08,3.4159383088744934e-07,1.1137334992670146e-08,0.1022,14.034904,953.247187,0.409836,0.0,10.0
ME01,2008-04-12 20:00:00+00:00,5.981360833850842e-08,4.063942824090356e-07,1.0585484046246702e-08,0.098186,13.324433,953.733549,2.04918,0.0,10.0
ME01,2008-04-12 20:10:00+00:00,6.165963448775009e-08,4.0095499846801993e-07,1.0323219878581716e-08,0.098186,13.324433,953.733549,2.04918,0.0,10.0
ME01,2008-04-12 20:20:00+00:00,6.514945103692257e-08,7.141145884344578e-07,9.834350083459453e-09,0.098186,13.324433,953.733549,2.04918,0.0,10.0
ME01,2008-04-12 20:30:00+00:00,5.8393964736999246e-08,3.5573885966334583e-07,9.788835345840412e-09,0.098186,13.324433,953.733549,2.04918,0.0,10.0
ME01,2008-04-12 20:40:00+00:00,6.322065344036991e-08,3.060638550784063e-07,1.0288614967014754e-08,0.098186,13.324433,953.733549,2.04918,0.0,10.0
ME01,2008-04-12 20:50:00+00:00,6.242977976912948e-08,5.382336688775669e-07,8.87551277617755e-09,0.098186,13.324433,953.733549,2.04918,0.0,10.0
ME01,2008-04-12 21:00:00+00:00,6.282199047963584e-08,4.995535420941735e-07,8.306581917037765e-09,0.106214,12.990654,954.262827,0.0,0.0,10.0
ME01,2008-04-12 21:10:00+00:00,6.011045628202409e-08,5.487686688296578e-07,9.525271604991411e-09,0.106214,12.990654,954.262827,0.0,0.0,10.0
ME01,2008-04-12 21:20:00+00:00,6.043834696876774e-08,6.641872754836396e-07,9.588096215722355e-09,0.106214,12.990654,954.262827,0.0,0.0,10.0
ME01,2008-04-12 21:30:00+00:00,6.093795967168414e-08,3.7487862281491934e-07,9.504446598191252e-09,0.106214,12.990654,954.262827,0.0,0.0,10.0
ME01,2008-04-12 21:40:00+00:00,5.834190555016687e-08,5.829822651272714e-07,9.653951275484197e-09,0.106214,12.990654,954.262827,0.0,0.0,10.0
ME01,2008-04-12 21:50:00+00:00,6.489660427433998e-08,9.403408852840865e-07,9.58893449929246e-09,0.106214,12.990654,954.262827,0.0,0.0,10.0
ME01,2008-04-12 22:00:00+00:00,5.97931268378915e-08,2.947500236264439e-07,8.080490050628161e-09,0.109727,14.244707,954.234217,11.885246,0.0,10.0
ME01,2008-04-12 22:10:00+00:00,5.624027922779025e-08,3.1596080606525223e-07,8.375386196236644e-09,0.109727,14.244707,954.234217,11.885246,0.0,10.0
ME01,2008-04-12 22:20:00+00:00,5.8601357338165134e-08,2.888313418957362e-07,9.014715028120561e-09,0.109727,14.244707,954.234217,11.885246,0.0,10.0
ME01,2008-04-12 22:30:00+00:00,6.104701227717498e-08,2.913196558725108e-07,8.768091695829897e-09,0.109727,14.244707,954.234217,11.885246,0.0,10.0
ME01,2008-04-12 22:40:00+00:00,5.754260908616927e-08,4.0151515720651835e-07,8.131540171310907e-09,0.109727,14.244707,954.234217,11.885246,0.0,10.0
ME01,2008-04-12 22:50:00+00:00,6.222889189475891e-08,3.959333882657434e-07,7.96815109479087e-09,0.109727,14.244707,954.234217,11.885246,0.0,10.0
ME01,2008-04-12 23:00:00+00:00,5.578404961054754e-08,9.005590682679148e-07,8.110488818915352e-09,0.126285,12.957276,954.677665,27.459016,0.0,10.0
ME01,2008-04-12 23:10:00+00:00,5.714832979374957e-08,2.945043842991254e-07,8.489569691991234e-09,0.126285,12.957276,954.677665,27.459016,0.0,10.0
ME01,2008-04-12 23:20:00+00:00,5.615275705843682e-08,2.8888731040899703e-07,7.152951494337731e-09,0.126285,12.957276,954.677665,27.459016,0.0,10.0
ME01,2008-04-12 23:30:00+00:00,5.8026699245315823e-08,2.911246031885733e-07,6.847760559102406e-09,0.126285,12.957276,954.677665,27.459016,0.0,10.0
ME01,2008-04-12 23:40:00+00:00,5.8001764803138115e-08,2.9644402797455844e-07,7.238140427800145e-09,0.126285,12.957276,954.677665,27.459016,0.0,10.0
ME01,2008-04-12 23:50:00+00:00,5.562293995459977e-08,2.832516893883792e-07,7.494625435914893e-09,0.126285,12.957276,954.677665,27.459016,0.0,10.0
ME01,2008-04-13 00:00:00+00:00,5.467463902846587e-08,3.793617284362499e-07,6.986595905996648e-09,0.117755,12.170513,954.591837,31.147541,0.0,9.0
ME01,2008-04-13 00:10:00+00:00,5.75394673519618e-08,4.688688427597716e-07,7.4245313948507674e-09,0.117755,12.170513,954.591837,31.147541,0.0,9.0
ME01,2008-04-13 00:20:00+00:00,5.577451105800999e-08,2.966399739394834e-07,7.958446366551009e-09,0.117755,12.170513,954.591837,31.147541,0.0,9.0
ME01,2008-04-13 00:30:00+00:00,5.622633273275553e-08,2.890853551027207e-07,6.1736662989169144e-09,0.117755,12.170513,954.591837,31.147541,0.0,9.0
ME01,2008-04-13 00:40:00+00:00,5.501860904713675e-08,3.3585008376076425e-07,7.111469452994988e-09,0.117755,12.170513,954.591837,31.147541,0.0,9.0
ME01,2008-04-13 00:50:00+00:00,5.566176673261099e-08,2.846205723670203e-07,7.322035834459948e-09,0.117755,12.170513,954.591837,31.147541,0.0,9.0
ME01,2008-04-13 01:00:00+00:00,5.585421342526466e-08,2.977622875602294e-07,5.877492228383862e-09,0.121267,11.374213,954.463094,0.0,0.0,9.0
ME01,2008-04-13 01:10:00+00:00,5.676673008981915e-08,3.102441243680276e-07,6.807442129131901e-09,0.121267,11.374213,954.463094,0.0,0.0,9.0
ME01,2008-04-13 01:20:00+00:00,5.2739713128490536e-08,3.1713092383472984e-07,5.760451082241449e-09,0.121267,11.374213,954.463094,0.0,0.0,9.0
ME01,2008-04-13 01:30:00+00:00,5.2154304062510425e-08,1.6882642812072024e-06,6.7397347142470546e-09,0.121267,11.374213,954.463094,0.0,0.0,9.0
ME01,2008-04-13 01:40:00+00:00,5.079705846759126e-08,3.411630020902053e-07,6.265992390365793e-09,0.121267,11.374213,954.463094,0.0,0.0,9.0
ME01,2008-04-13 01:50:00+00:00,5.090378826467161e-08,2.7956527323073444e-07,6.0805377740081164e-09,0.121267,11.374213,954.463094,0.0,0.0,9.0
ME01,2008-04-13 02:00:00+00:00,5.230742783836656e-08,2.674490026880744e-07,5.298195166353975e-09,0.116751,11.841503,954.606142,30.327869,0.0,9.0
ME01,2008-04-13 02:10:00+00:00,4.9166655918789415e-08,2.7519796803605085e-07,5.092192273525506e-09,0.116751,11.841503,954.606142,30.327869,0.0,9.0
ME01,2008-04-13 02:20:00+00:00,4.9869463226702664e-08,2.9073199989331955e-07,5.302335414336789e-09,0.116751,11.841503,954.606142,30.327869,0.0,9.0
ME01,2008-04-13 02:30:00+00:00,5.1867524588780574e-08,2.522078082083806e-07,6.097871622365534e-09,0.116751,11.841503,954.606142,30.327869,0.0,9.0
ME01,2008-04-13 02:40:00+00:00,4.794160464488361e-08,2.7211341771884433e-07,7.149970577831861e-09,0.116751,11.841503,954.606142,30.327869,0.0,9.0
ME01,2008-04-13 02:50:00+00:00,4.748764668948021e-08,3.180485297605433e-07,5.5599636418429625e-09,0.116751,11.841503,954.606142,30.327869,0.0,9.0
ME01,2008-04-13 03:00:00+00:00,4.760246810423419e-08,2.467240455137351e-07,5.413171682177301e-09,0.124779,12.189586,954.248522,13.934426,0.0,9.0
ME01,2008-04-13 03:10:00+00:00,4.7021710727026414e-08,2.438616102252827e-07,5.273425766458846e-09,0.124779,12.189586,954.248522,13.934426,0.0,9.0
ME01,2008-04-13 03:20:00+00:00,5.017799711383267e-08,2.3732967449969124e-07,5.860377485236935e-09,0.124779,12.189586,954.248522,13.934426,0.0,9.0
ME01,2008-04-13 03:30:00+00:00,4.553208989466453e-08,2.700665854715748e-07,5.668893564684943e-09,0.124779,12.189586,954.248522,13.934426,0.0,9.0
ME01,2008-04-13 03:40:00+00:00,4.941636562376139e-08,2.9749074155195074e-07,6.5333394029255545e-09,0.124779,12.189586,954.248522,13.934426,0.0,9.0
