time,station,S_log_scaled,T_log_scaled,Y_log_scaled,CO2_3_scaled,AirTemp_3_scaled,Patm_3_scaled,WindSpeed_scaled,CO2_SO2_scaled
2008-04-12 00:00:00+00:00,ME01,2.692602597597833,25.66474265871759,-1.299533304677556,-1.4554850248901254,0.36032675275432496,-1.9616108947042876,-0.6744907594765952,1.2151131239425688
2008-04-12 01:00:00+00:00,ME01,-0.5832281071843223,16.141636837472575,-0.8657997559110758,-1.8341431939165673,1.681097839150098,-1.9935393688208056,-0.3570832920003521,1.2151131239425688
2008-04-12 02:00:00+00:00,ME01,-0.6646009317708185,18.17785363426476,2.136265951820683,-1.479115785064795,0.7180889085068692,-2.081342812142458,-0.6744907594765952,1.2151131239425688
2008-04-12 03:00:00+00:00,ME01,-0.761296124190815,0.3964365797986677,-0.3279781994169895,-1.6448141094033464,0.8116971696894713,-2.1372177813475925,-0.6744907594765952,1.2151131239425688
2008-04-12 04:00:00+00:00,ME01,-0.7821047118810152,-0.21030984706982,-0.29728305082794065,-1.6684448695780159,0.5783181702165557,-2.129235802319628,-0.6744907594765952,1.2151131239425688
2008-04-12 05:00:00+00:00,ME01,-0.6469134303264609,-0.5202278310772186,-0.3191390274797872,-1.0768268558636842,0.34109220800988266,-2.189101621537556,-0.6744907594765952,1.2151131239425688
2008-04-12 06:00:00+00:00,ME01,-0.6542392584761577,-0.7616177117751708,0.45858936795892535,-1.479115785064795,0.653973849000176,-1.8498609562940502,-0.6744907594765952,0.8032103700637317
2008-04-12 07:00:00+00:00,ME01,-0.5221872529050827,4.217838919035061,-0.3322516041991912,-1.502793712425442,1.606724122711938,-1.6622806826052643,-0.6744907594765952,0.8032103700637317
2008-04-12 08:00:00+00:00,ME01,-0.4609232866507758,0.678016121849557,-0.23179044454258343,-1.479115785064795,1.4566949964145008,-1.4627270218709973,-0.2777314493336072,0.8032103700637317
2008-04-12 09:00:00+00:00,ME01,-0.346229018944383,-0.44902380146367493,-0.01809916821427817,-1.4554850248901254,1.8875483684110574,-1.2192717789770768,-0.2777314493336072,0.8032103700637317
2008-04-12 10:00:00+00:00,ME01,-0.4377261251713669,0.4265246305262583,1.2100300294921664,-1.5974582546820528,2.074764352927574,-1.1434414436985283,3.332777972858867,0.8032103700637317
2008-04-12 11:00:00+00:00,ME01,-0.3759120830642484,-0.6714955837870926,-0.041556889232084476,-1.9524856635338244,2.0657881961902556,-1.031691505288291,2.102824217905794,0.8032103700637317
2008-04-12 12:00:00+00:00,ME01,-0.251249387061594,-0.647697229451885,-0.31084529962519525,-1.9524856635338244,2.3248131656809794,-1.0356826343034617,1.071250069619583,0.3913076161848948
2008-04-12 13:00:00+00:00,ME01,0.31294677153166256,-0.5887364753016718,-0.09482509112848285,-2.118136820686398,1.924734957705793,-1.0596291293920468,-0.476111152809733,0.3913076161848948
2008-04-12 14:00:00+00:00,ME01,0.7642584864875734,0.2575336108774038,-0.025225735765717038,-2.49679498971284,1.9516634279177498,-1.0875664744934255,1.309305597619818,0.3913076161848948
2008-04-12 15:00:00+00:00,ME01,0.846214663773224,-0.12124847203008583,-0.15206987766851082,-2.118136820686398,1.4810587351625046,-1.0396737633186328,-0.07935184266674487,0.3913076161848948
2008-04-12 16:00:00+00:00,ME01,0.7888187945623146,-0.41794167296204365,-0.4633728453415831,-2.1418147480470453,1.246397504419785,-1.043664613331395,1.8250926717629234,0.3913076161848948
2008-04-12 17:00:00+00:00,ME01,0.6222792136203512,0.6108794226721284,-0.4748384715970254,-2.5441036772481564,0.9989131542059887,-0.9398969329514993,-0.6744907594765952,0.3913076161848948
2008-04-12 18:00:00+00:00,ME01,0.5086364532442809,2.8402096662042107,-0.5596407546913664,-1.9997943510691412,0.8399076022468892,-0.824155865526091,5.0388427838124095,-0.02059513769394214
2008-04-12 19:00:00+00:00,ME01,0.3526496167639617,-0.47906039209306384,-0.4063730019724689,-1.8341431939165673,-0.028210567019589898,-0.5407898904853108,-0.6348148381432227,-0.02059513769394214
2008-04-12 20:00:00+00:00,ME01,0.23287851471277063,0.2297332295856969,-0.8820800646936113,-2.023472278429788,-0.2192735142698636,-0.4050937359888656,-0.476111152809733,-0.02059513769394214
2008-04-12 21:00:00+00:00,ME01,0.2109889011265348,0.6601730185491037,-0.9927278340349134,-1.6448141094033464,-0.3090348127187089,-0.2574239154445623,-0.6744907594765952,-0.02059513769394214
2008-04-12 22:00:00+00:00,ME01,0.12613401712822536,-0.365048345684809,-0.9476993699377938,-1.479115785064795,0.028210567019588944,-0.2654061734749041,0.476111152809733,-0.02059513769394214
2008-04-12 23:00:00+00:00,ME01,0.022877168213598677,0.5844803287094084,-1.1558344681300075,-0.6981215196512648,-0.31801096945602747,-0.1416831270215311,1.983796357096413,-0.02059513769394214
2008-04-13 00:00:00+00:00,ME01,-0.018106470838734706,-0.2368947817570902,-1.2131642057480354,-1.1004576160383537,-0.5295906927205486,-0.16562934310773889,2.3408797459060287,-0.43249789157277907
2008-04-13 01:00:00+00:00,ME01,-0.12811847690415018,2.0832436039989,-1.0851298292254368,-0.9348064588857798,-0.7437351474490221,-0.20154894623945943,-0.6744907594765952,-0.43249789157277907
2008-04-13 02:00:00+00:00,ME01,-0.2724819871658157,-0.5238599339203425,-1.1305412784116546,-1.147813470759648,-0.6180694909752454,-0.16163821409259968,2.261527903239284,-0.43249789157277907
2008-04-13 03:00:00+00:00,ME01,-0.3381028848233043,-0.3883076228361362,-1.217949059448309,-0.769155301733206,-0.5244614987169867,-0.2614150444597332,0.6744907594765952,-0.43249789157277907
2008-04-13 04:00:00+00:00,ME01,-0.49220730728102224,-0.5880237161085226,-0.9659058658255775,-0.8164639892685227,-0.346221402013445,-0.297334647591422,1.0315741482862109,-0.43249789157277907
2008-04-13 05:00:00+00:00,ME01,-0.45774507758651023,-0.501392007347032,0.25489562715678077,-1.1241355433990008,-0.143617835486243,-0.20953120426976954,-0.6744907594765952,-0.43249789157277907
2008-04-13 06:00:00+00:00,ME01,-0.5025084262183406,-0.6080622316709143,-0.5872167825457428,-1.1714913981202943,0.005129328465733254,-0.02594205959615453,-0.6744907594765952,-0.23684408348033167
2008-04-13 07:00:00+00:00,ME01,-0.48544238173895515,-0.5618498498494807,-0.6211595114322832,-1.1714913981202943,0.11797186546843376,0.26540617347493584,-0.039675921333372485,-0.23684408348033167
2008-04-13 08:00:00+00:00,ME01,-0.5496046189552848,-0.5678661334710333,0.049697286222816585,-0.5798262172199857,0.3423747082040306,0.5168433953967893,-0.6744907594765952,-0.23684408348033167
2008-04-13 09:00:00+00:00,ME01,-0.5720970119092902,-0.6178508726181283,-0.4609462502427893,-1.479115785064795,0.8155438634988846,0.6884594320273004,0.15870368533348983,-0.23684408348033167
2008-04-13 10:00:00+00:00,ME01,1.3580684795991549,5.7670038069723715,3.8419861978605563,-0.10650350593693302,0.7488643414525831,0.8161736074958126,0.5951389168098503,-0.23684408348033167
2008-04-13 11:00:00+00:00,ME01,-0.5520357161472662,-0.5566279843496241,-0.45675628701947557,-1.4554850248901254,1.033535280961116,0.8441112315995685,1.2696296762864454,-0.23684408348033167
2008-04-13 12:00:00+00:00,ME01,-0.4447427117492529,-0.6371036663429498,-0.7228099820905167,-1.6684448695780159,1.1899761014562624,0.915950437862946,0.23805562480949827,-0.04119027538788428
2008-04-13 13:00:00+00:00,ME01,-0.11157579410645663,-0.587805595683386,4.29044605043416,-1.6448141094033464,0.71552444596726,0.764289767305849,1.309305597619818,-0.04119027538788428
2008-04-13 14:00:00+00:00,ME01,-0.5885459616868767,-0.6222523871743428,-0.525374853484547,-1.786787339195273,0.6142225282414873,0.5607452565587883,0.6744907594765952,-0.04119027538788428
2008-04-13 15:00:00+00:00,ME01,-0.5824576997304076,-0.6351686313331355,-0.44948138910226965,-1.8341431939165673,0.6885959757553033,0.4170668440320329,0.35708338880961554,-0.04119027538788428
2008-04-13 16:00:00+00:00,ME01,-0.514544023875374,-0.6457463107061963,-0.5739456030748096,-2.023472278429788,0.41931261825745586,0.4050934569865519,-0.6744907594765952,-0.04119027538788428
2008-04-13 17:00:00+00:00,ME01,-0.6395162566401907,-0.2686435179253546,-0.6209580053945478,-1.8578211212772142,0.12694775328140903,0.26540617347493584,-0.6744907594765952,-0.04119027538788428
2008-04-13 18:00:00+00:00,ME01,-0.5954112910580782,-0.13104578502333808,-0.534698283891394,-1.8578211212772142,-0.22183824573381666,0.17361160113811244,-0.6348148381432227,0.15446353270456384
2008-04-13 19:00:00+00:00,ME01,-0.6681552896369393,-0.008819241102742003,-0.688613846790456,-1.5264716397860891,-0.40777199898052896,0.229486570343247,-0.6744907594765952,0.15446353270456384
2008-04-13 20:00:00+00:00,ME01,-0.6009845754914006,-0.2010140907946765,-0.6814139392819059,-0.958484386246427,-0.610375565507731,0.26939730249010674,-0.6744907594765952,0.15446353270456384
2008-04-13 21:00:00+00:00,ME01,-0.5278513279748912,-0.48948020369956263,-0.9869113360687376,-1.3608204826335153,-0.528308461450744,0.2893523895611436,-0.6744907594765952,0.15446353270456384
2008-04-13 22:00:00+00:00,ME01,-0.4180527176642029,0.4949646623020508,-1.0934728933460651,-0.7454773743725589,-0.6283278789823686,0.2733881525028688,-0.5951389168098503,0.15446353270456384
2008-04-13 23:00:00+00:00,ME01,0.014977833746693809,-0.3815415845741798,-1.2855790418202884,-1.1951221582949638,-0.5898587894934841,0.2933435185763145,-0.6744907594765952,0.15446353270456384
2008-04-14 00:00:00+00:00,ME01,0.480881942285193,0.09630272287727133,-1.3716556757316634,-0.6034569773946553,-0.8193908262326428,0.12571861096094258,0.5554629954764778,0.35011734079701123
2008-04-14 01:00:00+00:00,ME01,0.9029410219346379,-0.5559890037334035,-1.0679749902059634,-0.41412789288143376,-0.8988937366743645,-0.017959801565812693,-0.6744907594765952,0.35011734079701123
2008-04-14 02:00:00+00:00,ME01,0.8877628769661158,0.07216823749726045,-0.7498488796826143,-0.46148374760272787,-0.9668554899904707,-0.1376919980063919,2.1425001392391665,0.35011734079701123
2008-04-14 03:00:00+00:00,ME01,0.8268409608081201,-0.763927690644559,-0.4519449484787558,-0.3904971327067641,-1.0976503404678093,-0.2853615395483181,0.9522223056194659,0.35011734079701123
2008-04-14 04:00:00+00:00,ME01,0.6072656570892042,0.6611835358060139,0.14050363770321192,-0.41412789288143376,-1.0694396389860483,-0.10975437390263607,3.7295371861925912,0.35011734079701123
2008-04-14 05:00:00+00:00,ME01,0.580526975602276,-0.6975590325155343,-0.32239038907364825,-0.6508128321159481,-1.0014778856699418,-0.17760273015325165,-0.2777314493336072,0.35011734079701123
2008-04-14 06:00:00+00:00,ME01,0.7021942722620264,-0.7099471681670587,0.06968145477984282,-0.27215466308950753,-0.8950467739406072,-0.02993290960891658,-0.6348148381432227,0.7208298192879646
2008-04-14 07:00:00+00:00,ME01,0.6868690371816342,-0.7624234227673976,0.3851305528581607,-0.41412789288143376,-0.7283475654383371,0.1456739770343883,2.3805556672394013,0.7208298192879646
2008-04-14 08:00:00+00:00,ME01,0.6027704474870406,-0.7959768899904034,0.8589698774666297,-0.4378058202420808,-0.6449979611872017,0.21751318329776595,0.07935184266674487,0.7208298192879646
2008-04-14 09:00:00+00:00,ME01,0.4987528181645909,-0.7244184827071722,0.011626557957577381,-0.6744907594765952,-0.5334376554543058,0.20554007525466206,-0.2777314493336072,0.7208298192879646
2008-04-14 10:00:00+00:00,ME01,0.5405875049676918,-0.6296561635393193,0.027328782927245013,-0.6271349047553024,-0.2641542979564579,0.20554007525466206,1.388657440286563,0.7208298192879646
2008-04-14 11:00:00+00:00,ME01,0.3358391743387864,-0.6920032267156058,-0.2428013143207849,-0.4378058202420808,-0.1000195519937971,0.15365623506469844,-0.23805552800023472,0.7208298192879646
2008-04-14 12:00:00+00:00,ME01,0.23160994082409342,6.355330815505014,0.6359474346048857,-0.2484767357288605,0.24363725301786723,0.18558470918121633,0.27773154614287077,1.0915422977789173
