station,time,S_log,T_log,Y_log,CO2_3,AirTemp_3,Patm_3,WindSpeed,Rain,CO2_SO2
ME02,2008-04-12 00:00:00+00:00,1.43446514236446e-07,6.136445033415689e-06,6.123024102958678e-08,0.110228,15.479687,948.154682,0.0,0.0,13.0
ME02,2008-04-12 00:10:00+00:00,1.473742826436436e-07,1.2095202717787274e-05,6.095056688502322e-08,0.110228,15.479687,948.154682,0.0,0.0,13.0
ME02,2008-04-12 00:20:00+00:00,1.4820619933844914e-07,5.71049736706125e-06,6.217652920534059e-08,0.110228,15.479687,948.154682,0.0,0.0,13.0
ME02,2008-04-12 00:30:00+00:00,1.5132007684073615e-07,1.488289117685518e-05,6.100181426298853e-08,0.110228,15.479687,948.154682,0.0,0.0,13.0
ME02,2008-04-12 00:40:00+00:00,1.4436575258696258e-07,1.2685502924835735e-05,6.168505603649654e-08,0.110228,15.479687,948.154682,0.0,0.0,13.0
ME02,2008-04-12 00:50:00+00:00,5.141944874932896e-07,1.9506735046728602e-05,6.142176017492396e-08,0.110228,15.479687,948.154682,0.0,0.0,13.0
ME02,2008-04-12 01:00:00+00:00,1.497311840917563e-07,1.136933474355233e-05,6.065037844553537e-08,0.1022,20.390998,948.040244,3.278689,0.0,13.0
ME02,2008-04-12 01:10:00+00:00,1.487842172395893e-07,5.838783359165025e-06,6.097505660460568e-08,0.1022,20.390998,948.040244,3.278689,0.0,13.0
ME02,2008-04-12 01:20:00+00:00,1.5272309057612308e-07,1.2033059429304122e-05,6.071780070437303e-08,0.1022,20.390998,948.040244,3.278689,0.0,13.0
ME02,2008-04-12 01:30:00+00:00,1.459981188672046e-07,1.2566197232109074e-05,6.093035281626876e-08,0.1022,20.390998,948.040244,3.278689,0.0,13.0
ME02,2008-04-12 01:40:00+00:00,1.5481075375218432e-07,1.3090716572687175e-05,6.233192590934692e-08,0.1022,20.390998,948.040244,3.278689,0.0,13.0
ME02,2008-04-12 01:50:00+00:00,1.554189419766979e-07,1.546995133861981e-05,6.167605333656015e-08,0.1022,20.390998,948.040244,3.278689,0.0,13.0
ME02,2008-04-12 02:00:00+00:00,1.521477188661174e-07,1.4995329313109611e-05,6.091936479781941e-08,0.109727,16.810032,947.725539,0.0,0.0,13.0
ME02,2008-04-12 02:10:00+00:00,1.5093735541483665e-07,1.3385676485078446e-05,6.129511025018203e-08,0.109727,16.810032,947.725539,0.0,0.0,13.0
ME02,2008-04-12 02:20:00+00:00,1.536578939040157e-07,8.671685259208676e-06,6.277613522736876e-08,0.109727,16.810032,947.725539,0.0,0.0,13.0
ME02,2008-04-12 02:30:00+00:00,1.4999585408281787e-07,1.2672212347437057e-05,6.505864340619392e-08,0.109727,16.810032,947.725539,0.0,0.0,13.0
ME02,2008-04-12 02:40:00+00:00,1.5543762717693993e-07,1.2034616634774922e-05,6.187556794690874e-08,0.109727,16.810032,947.725539,0.0,0.0,13.0
ME02,2008-04-12 02:50:00+00:00,1.4926296199002462e-07,1.522421415293279e-05,6.117461633252486e-08,0.109727,16.810032,947.725539,0.0,0.0,13.0
ME02,2008-04-12 03:00:00+00:00,1.4581411139430476e-07,6.318980468906283e-06,6.093256021876913e-08,0.106214,17.158116,947.525272,0.0,0.0,13.0
ME02,2008-04-12 03:10:00+00:00,1.4272237409321564e-07,7.018402622696531e-06,6.154068910147974e-08,0.106214,17.158116,947.525272,0.0,0.0,13.0
ME02,2008-04-12 03:20:00+00:00,1.5101088886086298e-07,7.244730653575524e-06,6.102279123742071e-08,0.106214,17.158116,947.525272,0.0,0.0,13.0
ME02,2008-04-12 03:30:00+00:00,1.51173927762596e-07,1.0579266594586901e-05,6.056228136060342e-08,0.106214,17.158116,947.525272,0.0,0.0,13.0
ME02,2008-04-12 03:40:00+00:00,1.5750059498846681e-07,1.1580082785509085e-05,6.18534679224145e-08,0.106214,17.158116,947.525272,0.0,0.0,13.0
ME02,2008-04-12 03:50:00+00:00,1.4929074325709364e-07,1.6444614144770284e-05,6.088617806951957e-08,0.106214,17.158116,947.525272,0.0,0.0,13.0
ME02,2008-04-12 04:00:00+00:00,1.5197301491706982e-07,8.143350184328227e-06,5.998480667686304e-08,0.105713,16.290292,947.553881,0.0,0.0,13.0
ME02,2008-04-12 04:10:00+00:00,1.4982403972343174e-07,1.2462001815020746e-05,6.129546835963301e-08,0.105713,16.290292,947.553881,0.0,0.0,13.0
ME02,2008-04-12 04:20:00+00:00,1.451862271668115e-07,5.792364816072972e-06,6.058314548404042e-08,0.105713,16.290292,947.553881,0.0,0.0,13.0
ME02,2008-04-12 04:30:00+00:00,1.4700163426890393e-07,1.1764599815105829e-05,6.069927803774913e-08,0.105713,16.290292,947.553881,0.0,0.0,13.0
ME02,2008-04-12 04:40:00+00:00,1.4957118694063615e-07,1.4314006733863445e-05,6.149274839665503e-08,0.105713,16.290292,947.553881,0.0,0.0,13.0
ME02,2008-04-12 04:50:00+00:00,1.4644399466402805e-07,1.7292886887163234e-05,5.717097422838373e-08,0.105713,16.290292,947.553881,0.0,0.0,13.0
ME02,2008-04-12 05:00:00+00:00,1.3099144412982853e-07,8.842810592776415e-06,5.4679041123103605e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME02,2008-04-12 05:10:00+00:00,4.915528627253143e-07,0.00017146354827059058,9.976449080990715e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME02,2008-04-12 05:20:00+00:00,1.5351367489159936e-07,1.8427633144004905e-05,5.80734061645407e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME02,2008-04-12 05:30:00+00:00,4.4807662324927074e-07,7.37709409513773e-05,2.95756711197523e-07,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME02,2008-04-12 05:40:00+00:00,1.4399509802906088e-07,1.4395113862554282e-05,5.7188275992797736e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME02,2008-04-12 05:50:00+00:00,1.4237580453036225e-07,1.2263598739392515e-05,5.74693356872082e-08,0.118256,15.408163,947.33931,0.0,0.0,13.0
ME02,2008-04-12 06:00:00+00:00,7.45626420258669e-07,0.00017784663147094244,2.860858413908512e-07,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME02,2008-04-12 06:10:00+00:00,0.00018113365729895183,0.014993640016902543,1.041361844573791e-05,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME02,2008-04-12 06:20:00+00:00,1.3579433673946234e-07,7.034570329015142e-06,5.5836069893825975e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME02,2008-04-12 06:30:00+00:00,1.3938864552027968e-07,1.5353692448726678e-05,5.561299306052372e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME02,2008-04-12 06:40:00+00:00,1.4711344013681367e-07,1.5205809505003632e-05,5.84378622889643e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME02,2008-04-12 06:50:00+00:00,1.4367594429390802e-07,1.3303813471299906e-05,5.971524014661516e-08,0.109727,16.571619,948.555216,0.0,0.0,12.0
ME02,2008-04-12 07:00:00+00:00,1.4824116325094047e-07,1.1744426512161982e-05,6.16902291855638e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME02,2008-04-12 07:10:00+00:00,1.5222297837130084e-07,9.532844649181121e-06,6.254201831642355e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME02,2008-04-12 07:20:00+00:00,1.6293353408562436e-07,1.4809905949055764e-05,6.629318030899761e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME02,2008-04-12 07:30:00+00:00,1.7872719612805897e-07,2.1831341124763604e-05,7.218379750723374e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME02,2008-04-12 07:40:00+00:00,1.7906657652008617e-07,1.5840868097902726e-05,7.156200969231836e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME02,2008-04-12 07:50:00+00:00,1.9149313341985857e-07,1.2740712551848168e-05,7.844059062941826e-08,0.109225,20.114438,949.227541,0.0,0.0,12.0
ME02,2008-04-12 08:00:00+00:00,2.200493957886611e-07,2.0105090518771692e-05,9.337508919328617e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME02,2008-04-12 08:10:00+00:00,2.414652242302797e-07,2.119940292170827e-05,9.656317515409127e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME02,2008-04-12 08:20:00+00:00,2.428136659255968e-07,1.5191421808816226e-05,9.64764754184407e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME02,2008-04-12 08:30:00+00:00,2.376435160597344e-07,1.2276201819478248e-05,9.829893515516008e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
ME02,2008-04-12 08:40:00+00:00,2.1779285565652356e-07,2.2305377214167777e-05,9.042894776720629e-08,0.109727,19.556552,949.942781,4.098361,0.0,12.0
