station,time,teleseismic,background_seismic,effect_seismic,CO2_3,AirTemp_3,pressure_drop,WindSpeed,API,CO2_SO2
ESLN,2008-04-29 16:00:00+00:00,0.5042609153410191,0.0066099314844298,0.04810660576622367,0.17646,16.995995,0.37192399999992176,121.721311,0.012947190466014198,11.1
ESLN,2008-04-29 17:00:00+00:00,1.3128454159748907e-06,7.560433697104228e-07,1.9380493659020026e-07,0.159902,16.109098,-0.486362999999983,89.344262,0.012299830942713488,11.1
ESLN,2008-04-29 18:00:00+00:00,0.49397489264453226,0.006608895533289693,0.048106606988141946,0.151372,14.626168,-0.22887600000001385,38.934426,0.011684839395577813,10.4
ESLN,2008-04-29 19:00:00+00:00,6.076600260674546e-07,7.269402526220392e-07,3.287037781384437e-07,0.150871,13.534236,-0.35761999999999716,17.622951,0.01110059742579892,10.4
ESLN,2008-04-29 20:00:00+00:00,9.657068863898534e-08,8.095479667911761e-07,4.450379510969286e-07,0.150369,12.017929,-0.1573519999999462,0.0,0.010545567554508974,10.4
ESLN,2008-04-29 21:00:00+00:00,1.0140613359859707e-07,8.414620618485887e-07,2.564738092760524e-07,0.158397,12.504291,0.04291399999999612,0.0,0.010018289176783525,10.4
ESLN,2008-04-29 22:00:00+00:00,8.980701823495215e-08,7.569459152999555e-07,3.9150908086614507e-07,0.163415,11.436201,0.07152399999995396,0.0,0.009517374717944348,10.4
ESLN,2008-04-29 23:00:00+00:00,1.6566960907490585e-06,9.346933552788402e-07,3.3095755006550683e-07,0.158899,12.299256,0.2574859999999717,0.0,0.009041505982047131,10.4
ESLN,2008-04-30 00:00:00+00:00,0.3248685796068957,0.006779190266208911,0.04793836382744923,0.154383,11.316994,0.0858290000001034,0.0,0.008589430682944774,9.7
ESLN,2008-04-30 01:00:00+00:00,1.0801501443793496e-07,7.911225468919327e-07,2.902809720250722e-07,0.162411,11.283616,0.4577529999999115,0.0,0.008159959148797535,9.7
ESLN,2008-04-30 02:00:00+00:00,1.0030780301484963e-07,9.272225192595102e-07,2.845996310653727e-07,0.154885,11.216861,0.25748600000008537,0.409836,0.007751961191357658,9.7
ESLN,2008-04-30 03:00:00+00:00,1.2954282432835008e-07,9.004012836262228e-07,3.0436102942097287e-07,0.157895,10.658974,-0.12874300000009953,0.0,0.007364363131789775,9.7
ESLN,2008-04-30 04:00:00+00:00,0.3750988437238968,0.0068045998311701975,0.04810850327625207,0.157895,11.102422,-0.3433149999999614,0.0,0.006996144975200286,9.7
ESLN,2008-04-30 05:00:00+00:00,3.070453761211663e-05,7.660418480717297e-07,2.954358121719544e-07,0.153881,13.171848,-0.5435820000000149,0.0,0.006646337726440271,9.7
ESLN,2008-04-30 06:00:00+00:00,9.506593371205814e-08,8.111306568309206e-07,2.595598635120655e-07,0.170439,18.388327,-0.8439819999999827,0.819672,0.006314020840118257,9.3
ESLN,2008-04-30 07:00:00+00:00,1.1313412814296708e-07,8.160491626608399e-07,3.046467067508141e-07,0.154383,19.284761,-0.486362999999983,4.508197,0.005998319798112344,9.3
ESLN,2008-04-30 08:00:00+00:00,1.0210037735937936e-07,8.148191418280853e-07,4.316748030822107e-07,0.154383,19.070189,-0.2860960000000432,33.196721,0.005698403808206727,9.3
ESLN,2008-04-30 09:00:00+00:00,0.3409138831946428,0.007865722183696059,3.07371275349796e-07,0.137323,19.666222,-0.4434479999999894,23.770492,0.00541348361779639,9.3
ESLN,2008-04-30 10:00:00+00:00,0.33430968627668434,3.3933192062983817e-16,0.0481095256545864,0.146857,19.976159,-0.5292769999999791,13.52459,0.00514280943690657,9.3
ESLN,2008-04-30 11:00:00+00:00,0.3343174491658357,0.004678865301157486,0.03425456229095996,0.150369,19.494564,-0.08582899999998972,15.57377,0.004885668965061241,9.3
ESLN,2008-04-30 12:00:00+00:00,1.3930010756918145e-07,8.209072288404538e-07,3.6205061412443363e-07,0.172446,18.803166,0.15735299999994368,26.229508,0.004641385516808179,8.9
ESLN,2008-04-30 13:00:00+00:00,1.0106173906132734e-07,8.428461626137878e-07,3.6341752028648365e-07,0.127288,18.197597,-0.15735299999994368,29.918033,0.00440931624096777,8.9
ESLN,2008-04-30 14:00:00+00:00,1.0760944000733516e-07,7.644264276428513e-07,4.27977925337773e-07,0.138327,17.768453,0.5578870000000506,42.213115,0.004188850428919381,8.9
ESLN,2008-04-30 15:00:00+00:00,2.8394769860071814e-06,8.08954837260658e-07,2.442233790048066e-07,0.125281,17.768453,-0.3290100000000393,24.180328,0.003979407907473411,8.9
ESLN,2008-04-30 16:00:00+00:00,0.49185970365513304,0.00661020806992314,0.04810659612828909,0.126285,17.210566,0.02860899999996036,25.819672,0.003780437512099741,8.9
ESLN,2008-04-30 17:00:00+00:00,4.4575367115589886e-07,7.928411714304154e-07,2.803233161598868e-07,0.135316,15.432005,0.27179100000000744,0.409836,0.0035914156364947537,8.9
ESLN,2008-04-30 18:00:00+00:00,1.0720278077962017e-07,8.199746650985206e-07,3.0193394072072017e-07,0.134313,13.434103,-0.100133000000028,0.0,0.003411844854670016,8.5
ESLN,2008-04-30 19:00:00+00:00,6.16475544579113e-07,9.139407208866258e-07,3.044774637085091e-07,0.142341,13.543773,-0.35761999999999716,0.0,0.003241252611936515,8.5
ESLN,2008-04-30 20:00:00+00:00,0.4358748504221033,0.006610340196958212,0.04810660340518137,0.142843,13.348274,-0.7438489999999547,0.0,0.003079189981339689,8.5
ESLN,2008-04-30 21:00:00+00:00,1.7845134207321677e-06,8.622749804901222e-07,2.490097303597002e-07,0.142843,12.804692,0.05721900000003188,1.639344,0.0029252304822727044,8.5
ESLN,2008-04-30 22:00:00+00:00,1.0923586772395698e-07,9.256598391859477e-07,2.934907953074195e-07,0.146355,12.723632,-0.2431810000000496,0.0,0.002778968958159069,8.5
ESLN,2008-04-30 23:00:00+00:00,9.910021853176039e-08,8.558446082375223e-07,2.4018886530043194e-07,0.154383,12.113294,0.12874299999998584,0.0,0.0026400205102511155,8.5
ESLN,2008-05-01 00:00:00+00:00,1.3657366955108432e-06,9.363198046784294e-07,3.189577019886276e-07,0.158397,11.722296,0.1573520000000599,0.0,0.00250801948473856,8.1
ESLN,2008-05-01 01:00:00+00:00,0.32542780316977377,0.006316114791845127,0.04814669983822856,0.146355,12.389853,-0.028609000000074047,0.0,0.002382618510501632,8.1
ESLN,2008-05-01 02:00:00+00:00,1.0849431222562017e-07,8.45066729653367e-07,2.5934874301651004e-07,0.154383,13.696357,0.04291399999999612,0.409836,0.00226348758497655,8.1
ESLN,2008-05-01 03:00:00+00:00,1.1148356006094001e-07,8.451173526838466e-07,2.7923815752674045e-07,0.150369,12.852375,0.30040100000007897,0.0,0.0021503132057277227,8.1
ESLN,2008-05-01 04:00:00+00:00,1.0906432506793526e-07,1.0130850583820986e-06,3.0597955205590164e-07,0.154383,14.969483,0.04291399999999612,16.803279,0.0020427975454413365,8.1
ESLN,2008-05-01 05:00:00+00:00,0.00041741555691449887,9.915394921167299e-07,4.50686032604769e-07,0.149867,14.611863,-0.9441160000000082,18.032787,0.0019406576681692696,8.1
ESLN,2008-05-01 06:00:00+00:00,0.46036004121279656,0.006638327763643704,0.04810661542095882,0.149867,15.474919,-0.47205800000006093,0.409836,0.0018436247847608061,8.475
ESLN,2008-05-01 07:00:00+00:00,1.0430571212267264e-07,9.097752996047908e-07,4.815807759891233e-07,0.146355,18.497997,-1.1014679999999544,0.409836,0.0017514435455227657,8.475
ESLN,2008-05-01 08:00:00+00:00,9.862358208581234e-08,9.909332834805193e-07,3.3041144366838327e-07,0.149867,20.705703,-0.7581539999999904,1.229508,0.0016638713682466273,8.475
ESLN,2008-05-01 09:00:00+00:00,1.1073353974014489e-07,1.008120135447198e-06,4.3034213105053735e-07,0.154885,20.228877,-0.18596200000001772,36.885246,0.001580677799834296,8.475
ESLN,2008-05-01 10:00:00+00:00,1.058423206500974e-07,9.183630617176444e-07,5.719151111111869e-07,0.155888,20.0,-0.20026700000005349,45.901639,0.001501643909842581,8.475
ESLN,2008-05-01 11:00:00+00:00,1.0318001988949466e-07,9.140043957926282e-07,4.7664361859788345e-07,0.126285,21.56399,-0.35761999999999716,6.557377,0.0014265617143504519,8.475
ESLN,2008-05-01 12:00:00+00:00,1.0552841387367741e-07,1.0475133546205667e-06,3.4662078351244397e-07,0.122772,21.459088,-0.057218999999918196,31.967213,0.0013552336286329293,8.85
ESLN,2008-05-01 13:00:00+00:00,1.0546468788180766e-07,1.1260306503226578e-06,6.499591898217134e-07,0.13933,21.101469,0.18596200000001772,31.557377,0.0012874719472012828,8.85
ESLN,2008-05-01 14:00:00+00:00,1.1248521858623767e-07,1.195270221381878e-06,4.789230970812755e-07,0.123274,21.411406,0.18596199999990404,14.754098,0.0012230983498412186,8.85
ESLN,2008-05-01 15:00:00+00:00,1.0215119570568335e-07,1.0569760546619077e-06,3.5888382306848446e-07,0.11926,21.440015,0.014305000000035761,4.098361,0.0011619434323491577,8.85
ESLN,2008-05-01 16:00:00+00:00,0.0007757177450448278,1.0389998086071656e-06,7.172135624772916e-07,0.11926,19.508869,0.21457199999997556,1.229508,0.0011038462607316998,8.85
ESLN,2008-05-01 17:00:00+00:00,0.35636118949560974,0.006591139607058955,0.04810029313676763,0.122772,18.722106,0.04291399999999612,9.836066,0.0010486539476951147,8.85
ESLN,2008-05-01 18:00:00+00:00,0.3680126850744912,0.01620349424591775,0.0481781889748109,0.131302,17.434675,-0.04291399999999612,2.868852,0.0009962212503103589,9.225
ESLN,2008-05-01 19:00:00+00:00,0.2838659719270971,0.007027257407817398,0.047999951935930485,0.123274,17.258249,-0.8582870000000185,0.0,0.0009464101877948408,9.225
ESLN,2008-05-01 20:00:00+00:00,0.37282675789701447,0.006803780333116681,0.048105741842744854,0.126786,16.380889,-0.12874399999998332,0.0,0.0008990896784050988,9.225
ESLN,2008-05-01 21:00:00+00:00,0.37732176259408956,0.015767179406479048,0.04811090168938493,0.131804,15.799161,0.10013400000002548,0.0,0.0008541351944848438,9.225
ESLN,2008-05-01 22:00:00+00:00,0.3662075919187612,0.006751346010870136,0.04810730007039863,0.1308,16.533473,-0.12874299999998584,0.0,0.0008114284347606015,9.225
ESLN,2008-05-01 23:00:00+00:00,2.9010818418029374e-07,1.132467481387045e-06,3.9171974547339104e-07,0.126285,15.60843,-0.014305000000035761,0.0,0.0007708570130225714,9.225
ESLN,2008-05-02 00:00:00+00:00,9.486222424193748e-08,1.0434138668848184e-06,4.607253196156102e-07,0.138327,16.099561,0.6294110000000046,0.0,0.0007323141623714429,9.6
ESLN,2008-05-02 01:00:00+00:00,1.1183663482098296e-06,1.030811437124562e-06,3.188730692647316e-07,0.13933,16.743277,0.22887600000001385,0.0,0.0006956984542528707,9.6
ESLN,2008-05-02 02:00:00+00:00,4.369409808571849e-06,1.1538883370273037e-06,3.4252640519467445e-07,0.1308,17.162884,-0.21457099999997808,6.147541,0.0006609135315402271,9.6
ESLN,2008-05-02 03:00:00+00:00,1.6242888157234274e-06,1.144297711453255e-06,8.653202692030686e-07,0.13933,16.337974,0.17165699999998196,0.0,0.0006278678549632157,9.6
ESLN,2008-05-02 04:00:00+00:00,6.116997744378643e-07,1.1883266494687e-06,3.4914772598919973e-07,0.130299,16.709899,-0.47205799999994724,0.0,0.0005964744622150549,9.6
ESLN,2008-05-02 05:00:00+00:00,1.3766271920083484e-07,1.1429497070906746e-06,5.284312937467083e-07,0.133811,16.829105,-0.8725920000000542,0.0,0.0005666507391043021,9.6
ESLN,2008-05-02 06:00:00+00:00,1.2028255389409925e-07,1.1847692807799996e-06,5.21088800340933e-07,0.135316,17.839977,-0.8582870000000185,0.409836,0.0005383182021490869,8.95
ESLN,2008-05-02 07:00:00+00:00,1.461101402494741e-07,1.1203275527182008e-06,5.295333392531773e-07,0.142843,19.356285,-0.5721919999999727,0.409836,0.0005114022920416326,8.95
ESLN,2008-05-02 08:00:00+00:00,1.0343357912395788e-07,1.1830278748358187e-06,3.893098453130259e-07,0.135316,20.414839,-0.6723250000000007,4.098361,0.00048583217743955096,8.95
ESLN,2008-05-02 09:00:00+00:00,1.0665318133635501e-07,1.2074797980526408e-06,5.822843405885628e-07,0.126786,20.672325,-0.28609500000004573,4.098361,0.00046154056856757337,8.95
ESLN,2008-05-02 10:00:00+00:00,1.0732230327696892e-07,1.2116624668883163e-06,3.1859477293844797e-07,0.126786,21.716574,0.100133000000028,24.180328,0.0004384635401391947,8.95
ESLN,2008-05-02 11:00:00+00:00,1.0571714276096718e-07,1.1982998919230098e-06,3.777903946826434e-07,0.119762,21.187297,0.6580200000000787,30.327869,0.00041654036313223497,8.95
ESLN,2008-05-02 12:00:00+00:00,2.003351080395916e-07,1.4537065259465062e-06,7.557271821911732e-07,0.122772,21.654587,0.1001339999999118,20.491803,0.0003957133449756232,8.3
ESLN,2008-05-02 13:00:00+00:00,1.1158081863627834e-07,1.1151812931457747e-06,7.799368142447714e-07,0.111734,21.773794,0.42914300000006733,52.04918,0.00037592767772684206,8.3
ESLN,2008-05-02 14:00:00+00:00,1.1187230294483483e-07,1.1623868136778748e-06,3.861299295923453e-07,0.116249,21.37326,0.37192499999991924,4.098361,0.00035713129384049995,8.3
ESLN,2008-05-02 15:00:00+00:00,1.0510894366902901e-07,1.2088080755083931e-06,3.557686222192129e-07,0.10772,20.829678,0.21457200000008925,20.081967,0.0003392747291484749,8.3
ESLN,2008-05-02 16:00:00+00:00,5.825691334391468e-07,1.1687091493913019e-06,1.8787178414711019e-06,0.116249,18.607667,0.3433149999999614,8.606557,0.0003223109926910512,8.3
ESLN,2008-05-02 17:00:00+00:00,0.4996140149522013,0.006610545418054451,0.04810661026158664,0.123776,16.910166,0.22887600000001385,1.229508,0.0003061954430564986,8.3
ESLN,2008-05-02 18:00:00+00:00,1.663250926604926e-06,1.1335938987695554e-06,6.567746564787817e-07,0.123274,15.784856,0.05721900000003188,5.327869,0.00029088567090367366,7.65
ESLN,2008-05-02 19:00:00+00:00,1.0684331045439159e-07,1.1483384713800317e-06,4.727454369630565e-07,0.139832,13.96338,-0.37192400000003545,1.229508,0.00027634138735848995,7.65
ESLN,2008-05-02 20:00:00+00:00,1.0446379514170852e-07,1.2440377050518814e-06,4.882477641793769e-07,0.135316,13.653443,-0.22887700000001132,14.754098,0.00026252431799056545,7.65
ESLN,2008-05-02 21:00:00+00:00,1.0160022880974749e-07,1.1801455226267086e-06,6.650989939010478e-07,0.139832,13.801259,0.014305000000035761,0.0,0.0002493981020910372,7.65
ESLN,2008-05-02 22:00:00+00:00,1.0904127942677426e-07,1.1550992244735606e-06,4.706406197023735e-07,0.1308,14.115964,0.014304999999922074,14.754098,0.00023692819698648533,7.65
ESLN,2008-05-02 23:00:00+00:00,1.1344170714115034e-07,1.2019172940022933e-06,3.562388810566133e-07,0.13933,14.087355,-0.08582899999998972,11.47541,0.00022508178713716106,7.65
ESLN,2008-05-03 00:00:00+00:00,1.013164103739345e-07,1.1732923389564952e-06,4.644437406547228e-07,0.13933,14.144574,0.3290100000000393,6.557377,0.000213827697780303,7.0
ESLN,2008-05-03 01:00:00+00:00,1.0382765508501515e-07,1.2085403547241145e-06,4.150426748819617e-07,0.135316,14.063513,0.2002669999999398,0.0,0.00020313631289128783,7.0
ESLN,2008-05-03 02:00:00+00:00,1.0325142195280241e-07,1.1895608259923382e-06,3.9945646512903853e-07,0.143344,14.173183,0.25748600000008537,0.0,0.00019297949724672342,7.0
ESLN,2008-05-03 03:00:00+00:00,1.1043193364173425e-07,1.2313381879166568e-06,3.733324820888152e-07,0.142843,13.906161,0.17165799999997944,0.0,0.00018333052238438723,7.0
ESLN,2008-05-03 04:00:00+00:00,1.0552948414038702e-07,1.2659987657162863e-06,2.7846539918323887e-07,0.139832,13.877551,-0.15735300000005736,0.0,0.00017416399626516788,7.0
ESLN,2008-05-03 05:00:00+00:00,1.0747856448289896e-07,1.3909576309993794e-06,4.6264737648099e-07,0.152878,12.695022,-0.5006669999999076,3.278689,0.00016545579645190948,7.0
ESLN,2008-05-03 06:00:00+00:00,1.1612447829672279e-07,1.4212167241092572e-06,5.933831894966957e-07,0.14786,16.476254,-0.8296780000000581,27.868852,0.000157183006629314,6.625
ESLN,2008-05-03 07:00:00+00:00,2.3988585419831176e-07,1.363015753983039e-06,1.5656032688205846e-06,0.14786,17.663551,-0.4291439999999511,6.147541,0.00014932385629784828,6.625
ESLN,2008-05-03 08:00:00+00:00,1.211202532242138e-07,1.4244400553946034e-06,4.5487290414917266e-07,0.13933,20.24795,-0.41483900000002905,8.606557,0.00014185766348295587,6.625
ESLN,2008-05-03 09:00:00+00:00,1.0821808871308187e-07,1.3667567899888504e-06,3.035051362492383e-07,0.131302,20.24795,0.15735299999994368,17.213115,0.00013476478030880807,6.625
ESLN,2008-05-03 10:00:00+00:00,9.989710818920072e-08,1.3307322426578717e-06,4.228473810886908e-07,0.131302,21.049018,0.10013400000002548,2.459016,0.00012802654129336766,6.625
ESLN,2008-05-03 11:00:00+00:00,1.0454050677311311e-07,1.4211322189013746e-06,3.719702905453656e-07,0.131804,19.699599,0.100133000000028,44.672131,0.00012162521422869926,6.625
ESLN,2008-05-03 12:00:00+00:00,1.094181758981353e-07,1.474524091234894e-06,4.7127247390381585e-07,0.128292,20.286096,0.05721900000003188,53.278689,0.00011554395351726429,6.25
ESLN,2008-05-03 13:00:00+00:00,1.0425070613145195e-07,1.3860356506181427e-06,4.024791112667466e-07,0.108221,20.705703,0.32900999999992564,59.016393,0.00010976675584140107,6.25
ESLN,2008-05-03 14:00:00+00:00,1.0403789356478005e-07,1.5411795801963977e-06,3.674240084603494e-07,0.10772,20.205035,0.5864970000000085,25.409836,0.00010427841804933101,6.25
ESLN,2008-05-03 15:00:00+00:00,1.1062246871543025e-07,1.3361178944087708e-06,3.1321079551737853e-07,0.118758,20.309937,0.27179100000000744,6.147541,9.906449714686446e-05,6.25
ESLN,2008-05-03 16:00:00+00:00,1.5902947119558062e-07,1.4134971187496574e-06,3.3612196737465835e-07,0.112737,19.518405,-0.1859630000000152,2.04918,9.411127228952123e-05,6.25
ESLN,2008-05-03 17:00:00+00:00,0.4963452504862555,0.006610439509380946,0.04810661394899543,0.115748,17.916269,0.5149730000000545,1.229508,8.940570867504516e-05,6.25
ESLN,2008-05-03 18:00:00+00:00,8.165662512118029e-05,1.4561640571864225e-06,6.340802717429495e-07,0.127288,14.964715,-0.0,0.0,8.49354232412929e-05,5.875
ESLN,2008-05-03 19:00:00+00:00,0.3751318968697044,0.006805106763253839,0.04810851238989278,0.122772,14.516498,-0.35761999999999716,0.0,8.068865207922824e-05,5.875
ESLN,2008-05-03 20:00:00+00:00,2.0397888786448437e-06,1.5312359123783648e-06,2.8765812709692593e-07,0.138828,14.583254,-0.27179100000000744,0.0,7.665421947526683e-05,5.875
ESLN,2008-05-03 21:00:00+00:00,1.7421733251384462e-06,1.4460603902151024e-06,3.325061889384745e-07,0.1308,14.473584,0.07152399999995396,13.934426,7.282150850150349e-05,5.875
ESLN,2008-05-03 22:00:00+00:00,0.28065620859451335,0.006303907664765195,0.034769826726444346,0.133811,14.530803,0.12874299999998584,20.491803,6.918043307642831e-05,5.875
ESLN,2008-05-03 23:00:00+00:00,0.0001299414348529379,0.013043808373988748,3.429777990648785e-07,0.1308,14.053977,0.41483900000002905,0.0,6.57214114226069e-05,5.875
ESLN,2008-05-04 00:00:00+00:00,0.6309899778625588,1.4179572644403311e-06,0.07502245210396938,0.143344,13.553309,0.4291440000000648,0.0,6.243534085147655e-05,5.5
ESLN,2008-05-04 01:00:00+00:00,1.1005451044710852e-07,1.4578684361013853e-06,3.7476827146877486e-07,0.13933,13.291055,0.48636199999998553,2.459016,5.931357380890272e-05,5.5
ESLN,2008-05-04 02:00:00+00:00,1.164874875457392e-07,1.4717219158228555e-06,3.164484316849229e-07,0.13933,13.286286,0.37192499999991924,0.0,5.634789511845758e-05,5.5
ESLN,2008-05-04 03:00:00+00:00,1.0347489067237075e-07,1.5035395458058679e-06,3.355407829314136e-07,0.146857,12.799924,0.12874300000009953,0.0,5.35305003625347e-05,5.5
ESLN,2008-05-04 04:00:00+00:00,1.1944536193817092e-07,1.518797406525718e-06,4.104190689732874e-07,0.146857,13.009727,-0.0858290000001034,10.655738,5.085397534440796e-05,5.5
ESLN,2008-05-04 05:00:00+00:00,0.31148560796353064,0.006522378767208576,0.048046380353037606,0.146857,14.430669,-0.4434479999999894,5.327869,4.831127657718756e-05,5.5
ESLN,2008-05-04 06:00:00+00:00,2.6516100574829105e-06,1.4612539920106377e-06,3.3516603334692104e-07,0.146355,18.497997,-0.8582869999999048,0.0,4.5895712748328186e-05,5.9375
ESLN,2008-05-04 07:00:00+00:00,1.0844460697179438e-07,1.4788720113080203e-06,3.8341050330483883e-07,0.13933,19.814038,-0.5435820000000149,6.557377,4.360092711091177e-05,5.9375
ESLN,2008-05-04 08:00:00+00:00,1.1654691023587728e-07,1.4773131810309873e-06,4.300393418879194e-07,0.138828,20.462521,-0.3719250000000329,22.131148,4.142088075536618e-05,5.9375
ESLN,2008-05-04 09:00:00+00:00,1.1511279345889071e-07,1.5178198642339128e-06,4.134141676007474e-07,0.147358,20.662788,-0.04291399999999612,27.459016,3.934983671759787e-05,5.9375
ESLN,2008-05-04 10:00:00+00:00,1.083033516794378e-07,1.5025032595547455e-06,3.9944778179980953e-07,0.144348,21.664124,-0.0,15.163934,3.7382344881717974e-05,5.9375
ESLN,2008-05-04 11:00:00+00:00,1.2014338122832503e-07,1.4989339801101824e-06,5.051857746665844e-07,0.118758,21.182529,-0.0429149999999936,36.885246,3.5513227637632076e-05,5.9375
ESLN,2008-05-04 12:00:00+00:00,1.108339217026222e-07,1.6587163671775208e-06,4.1130130579465953e-07,0.127288,21.12531,0.17165799999997944,40.983607,3.373756625575047e-05,6.375
ESLN,2008-05-04 13:00:00+00:00,1.0483783931649996e-07,1.5114784707198845e-06,3.8792979297465476e-07,0.127288,20.867824,0.2574859999999717,47.131148,3.2050687942962944e-05,6.375
ESLN,2008-05-04 14:00:00+00:00,2.524702821252921e-07,1.6246153834894344e-06,4.092257482726273e-07,0.119762,20.262254,0.35761999999999716,49.180328,3.0448153545814796e-05,6.375
ESLN,2008-05-04 15:00:00+00:00,0.3806419058990231,0.006779831283949963,0.04810751722584407,0.107218,18.62674,0.014305000000035761,27.459016,2.8925745868524057e-05,6.375
ESLN,2008-05-04 16:00:00+00:00,3.3714454265759765e-07,1.4968354220224504e-06,2.536877925590242e-07,0.111734,18.025939,-0.0429149999999936,13.52459,2.7479458575097853e-05,6.375
ESLN,2008-05-04 17:00:00+00:00,9.255177177091146e-06,1.3344730176218066e-06,3.4059937524626655e-07,0.114744,16.662216,0.08582899999998972,0.819672,2.610548564634296e-05,6.375
ESLN,2008-05-04 18:00:00+00:00,0.5019631639659797,0.006610767856350413,0.04810662889747414,0.118256,14.063513,0.1430480000000216,0.0,2.480021136402581e-05,6.8125
ESLN,2008-05-04 19:00:00+00:00,2.670991174104482e-07,1.5547518111549278e-06,8.490506752357308e-07,0.130299,13.653443,-0.5435820000000149,0.0,2.356020079582452e-05,6.8125
ESLN,2008-05-04 20:00:00+00:00,1.1147500159256501e-07,1.4874715854974814e-06,3.4889947287389887e-07,0.127288,13.372115,-0.3862289999999575,0.0,2.238219075603329e-05,6.8125
ESLN,2008-05-04 21:00:00+00:00,1.0652866102787964e-07,1.772354800415355e-06,4.4578429499366316e-07,0.134814,12.976349,0.02860899999996036,0.0,2.1263081218231626e-05,6.8125
ESLN,2008-05-04 22:00:00+00:00,1.1398678401819182e-07,1.6363583276224617e-06,5.019853002250225e-07,0.133811,12.18005,-0.17165699999998196,0.0,2.0199927157320043e-05,6.8125
ESLN,2008-05-04 23:00:00+00:00,1.1051780479057631e-07,1.61565377305367e-06,3.4020820735920985e-07,0.133309,12.246805,0.21457199999997556,0.0,1.918993079945404e-05,6.8125
ESLN,2008-05-05 00:00:00+00:00,1.3776243012633725e-07,1.6143473771297292e-06,3.907498238826624e-07,0.142341,12.857143,0.3576189999999997,9.016393,1.8230434259481337e-05,7.25
ESLN,2008-05-05 01:00:00+00:00,0.0016215555560156378,1.6103274152092877e-06,3.224580851587216e-07,0.142843,12.742705,0.24318200000004708,27.459016,1.731891254650727e-05,7.25
ESLN,2008-05-05 02:00:00+00:00,0.48298375281852557,0.006610897839683363,0.048106614693697015,0.150369,12.814228,0.24318099999993592,9.016393,1.6452966919181906e-05,7.25
ESLN,2008-05-05 03:00:00+00:00,1.6275116027657237e-07,1.7021354510252995e-06,3.9979146062597303e-07,0.146355,12.351707,0.20026700000005349,0.0,1.563031857322281e-05,7.25
ESLN,2008-05-05 04:00:00+00:00,1.0162983900769319e-07,1.604648139279887e-06,3.722057821210443e-07,0.138828,11.908259,-0.17165699999998196,0.819672,1.4848802644561667e-05,7.25
ESLN,2008-05-05 05:00:00+00:00,1.0508872804234092e-07,1.7054107041307498e-06,4.706833615306113e-07,0.145853,14.106428,-0.5578870000000506,0.0,1.4106362512333584e-05,7.25
ESLN,2008-05-05 06:00:00+00:00,1.1140487917252593e-07,1.7996111802067372e-06,3.9083047908063124e-07,0.141337,18.607667,-0.9584210000000439,7.377049,1.3401044386716905e-05,7.6875
ESLN,2008-05-05 07:00:00+00:00,9.739117020254229e-08,2.097271518544882e-06,4.563027122248443e-07,0.137323,19.31337,-0.3433149999999614,8.606557,1.273099216738106e-05,7.6875
ESLN,2008-05-05 08:00:00+00:00,9.657386879515816e-08,1.7576202886240136e-06,3.858641498222597e-07,0.141839,18.850849,-0.2574859999999717,42.622951,1.2094442559012006e-05,7.6875
ESLN,2008-05-05 09:00:00+00:00,3.2266572593990785e-07,1.9438325211137473e-06,4.101580887535608e-07,0.138327,20.023841,-0.12874299999998584,4.918033,1.1489720431061405e-05,7.6875
ESLN,2008-05-05 10:00:00+00:00,0.335383838913995,0.006611163344978741,0.03425456273228959,0.122271,21.406637,-0.30040100000007897,26.229508,1.0915234409508334e-05,7.6875
ESLN,2008-05-05 11:00:00+00:00,0.3100434692498757,0.006565587989612193,0.04805808547066043,0.118256,19.656685,0.5435820000000149,18.852459,1.0369472689032916e-05,7.6875
ESLN,2008-05-05 12:00:00+00:00,1.1165806775381771e-07,2.069334443663204e-06,4.3263491611361504e-07,0.122271,19.132176,0.0429149999999936,13.52459,9.85099905458127e-06,8.125
ESLN,2008-05-05 13:00:00+00:00,9.532798650165064e-08,2.0603506657348124e-06,4.6571222440167e-07,0.114242,17.944879,0.42914300000006733,11.885246,9.358449101852206e-06,8.125
ESLN,2008-05-05 14:00:00+00:00,1.058040229951265e-07,2.254642036450639e-06,8.002242558692175e-07,0.118256,18.43601,0.15735299999994368,4.098361,8.890526646759595e-06,8.125
ESLN,2008-05-05 15:00:00+00:00,5.087187273736236e-07,1.7550817882337963e-06,4.61231422252794e-07,0.118256,17.897196,0.35761999999999716,5.327869,8.446000314421615e-06,8.125
ESLN,2008-05-05 16:00:00+00:00,0.32652415921451555,0.0063041725797123764,0.04813547870303429,0.122271,16.724204,0.4005339999999933,4.918033,8.023700298700533e-06,8.125
ESLN,2008-05-05 17:00:00+00:00,1.2154650795296965e-07,1.9476059356066393e-06,3.2212617663040034e-07,0.121769,15.82777,0.11443800000006377,0.0,7.622515283765507e-06,8.125
ESLN,2008-05-05 18:00:00+00:00,9.559676389530234e-08,1.9501354983324007e-06,3.9621160157473976e-07,0.121769,15.017166,-0.20026700000005349,0.0,7.241389519577231e-06,8.5625
ESLN,2008-05-05 19:00:00+00:00,1.016347846917745e-07,1.8312846385868737e-06,3.9355038813610957e-07,0.121769,14.9218,-0.4291439999999511,0.0,6.87932004359837e-06,8.5625
